qseqid	General functional category	Functional category	DB ID	Protein description	DB description	EC number	KO	CDD ID	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
tr|A0LJ81|A0LJ81_SYNFM	POORLY CHARACTERIZED	General function prediction only 	COG3383	Predicted molibdopterin-dependent oxidoreductase YjgC	Predicted molibdopterin-dependent oxidoreductase YjgC [General function prediction only]. 	1.2.1.2	K00123,K00532,K00336	CDD:442610	56.061	132.0	58.0	0.0	4.0	135.0	5.0	136.0	3.9900000000000003e-75	233.0
tr|A0LJ84|A0LJ84_SYNFM	METABOLISM	Energy production and conversion 	COG0247	Fe-S cluster-containing oxidoreductase, includes glycolate oxidase subunit GlcF	Fe-S cluster-containing oxidoreductase, includes glycolate oxidase subunit GlcF [Energy production and conversion]. 	1.1.5.3		CDD:440017	30.563	373.0	213.0	13.0	5.0	363.0	74.0	414.0	2.3200000000000002e-85	262.0
tr|A0LJ85|A0LJ85_SYNFM			cl00831		Methyl-viologen-reducing hydrogenase, delta subunit. This family consist of methyl-viologen-reducing hydrogenase, delta subunit / heterodisulphide reductase. No specific functions have been assigned to this subunit. The aligned region corresponds to almost the entire delta chain sequence and contains 4 conserved cysteine residues. However, in two Archaeoglobus sequences this region corresponds to only the C-terminus of these proteins Swiss:O29030 and Swiss:029595.			CDD:469946										
tr|A0LJ87|A0LJ87_SYNFM	POORLY CHARACTERIZED	Function unknown 	COG2768	Uncharacterized Fe-S cluster protein	Uncharacterized Fe-S cluster protein [Function unknown]. 		K00335	CDD:442050	31.818	66.0	40.0	1.0	938.0	1003.0	8.0	68.0	1.99e-11	57.8
tr|A0LJ87|A0LJ87_SYNFM	POORLY CHARACTERIZED	Function unknown 	COG2768	Uncharacterized Fe-S cluster protein	Uncharacterized Fe-S cluster protein [Function unknown]. 		K00335	CDD:442050	25.61	82.0	38.0	2.0	105.0	186.0	8.0	66.0	8.78e-09	50.1
tr|A0LJ87|A0LJ87_SYNFM	POORLY CHARACTERIZED	Function unknown 	COG2768	Uncharacterized Fe-S cluster protein	Uncharacterized Fe-S cluster protein [Function unknown]. 		K00335	CDD:442050	34.783	46.0	27.0	1.0	97.0	139.0	29.0	74.0	2.9e-05	40.5
tr|A0LJ87|A0LJ87_SYNFM	METABOLISM	Energy production and conversion 	COG1148	Heterodisulfide reductase, subunit A (polyferredoxin)	Heterodisulfide reductase, subunit A (polyferredoxin) [Energy production and conversion]. 	1.8.98.1	K00345,K00443	CDD:440762	51.858	565.0	254.0	8.0	456.0	1009.0	3.0	560.0	0.0	757.0
tr|A0LJ87|A0LJ87_SYNFM	METABOLISM	Energy production and conversion 	COG1148	Heterodisulfide reductase, subunit A (polyferredoxin)	Heterodisulfide reductase, subunit A (polyferredoxin) [Energy production and conversion]. 	1.8.98.1	K00345,K00443	CDD:440762	34.625	413.0	179.0	7.0	12.0	421.0	145.0	469.0	1.11e-127	396.0
tr|A0LJ87|A0LJ87_SYNFM	METABOLISM	Energy production and conversion 	COG1148	Heterodisulfide reductase, subunit A (polyferredoxin)	Heterodisulfide reductase, subunit A (polyferredoxin) [Energy production and conversion]. 	1.8.98.1	K00345,K00443	CDD:440762	29.73	74.0	30.0	4.0	105.0	178.0	493.0	544.0	0.000207	42.2
tr|A0LJA1|A0LJA1_SYNFM	POORLY CHARACTERIZED	General function prediction only 	COG3360	Flavin-binding protein dodecin	Flavin-binding protein dodecin [General function prediction only]. 			CDD:442588	45.588	68.0	37.0	0.0	2.0	69.0	1.0	68.0	2.73e-28	93.6
tr|A0LJQ2|A0LJQ2_SYNFM	METABOLISM	Coenzyme transport and metabolism 	COG0543	NAD(P)H-flavin reductase	NAD(P)H-flavin reductase [Coenzyme transport and metabolism, Energy production and conversion]. 		K00528,K00523,K02823	CDD:440309	35.227	264.0	151.0	8.0	11.0	273.0	1.0	245.0	1.61e-81	243.0
tr|A0LJQ2|A0LJQ2_SYNFM	METABOLISM	Energy production and conversion 	COG0543	NAD(P)H-flavin reductase	NAD(P)H-flavin reductase [Coenzyme transport and metabolism, Energy production and conversion]. 		K00528,K00523,K02823	CDD:440309	35.227	264.0	151.0	8.0	11.0	273.0	1.0	245.0	1.61e-81	243.0
tr|A0LJS9|A0LJS9_SYNFM	METABOLISM	Energy production and conversion 	COG0479	Succinate dehydrogenase/fumarate reductase, Fe-S protein subunit	Succinate dehydrogenase/fumarate reductase, Fe-S protein subunit [Energy production and conversion]. Succinate dehydrogenase/fumarate reductase, Fe-S protein subunit is part of the Pathway/BioSystem: TCA cycle	1.3.99.1		CDD:440247	40.517	232.0	133.0	4.0	3.0	234.0	1.0	227.0	2.76e-97	281.0
tr|A0LJT0|A0LJT0_SYNFM	METABOLISM	Coenzyme transport and metabolism 	COG0029	Aspartate oxidase	Aspartate oxidase [Coenzyme transport and metabolism]. Aspartate oxidase is part of the Pathway/BioSystem: NAD biosynthesis	1.4.3.16		CDD:439800	30.998	571.0	333.0	17.0	2.0	567.0	1.0	515.0	1.22e-127	383.0
tr|A0LJX5|A0LJX5_SYNFM	METABOLISM	Inorganic ion transport and metabolism 	COG1652	Cytoplasmic potassium-binding protein Kbp/XkdP/YgaU, contains LysM domain	Cytoplasmic potassium-binding protein Kbp/XkdP/YgaU, contains LysM domain [Inorganic ion transport and metabolism]. 	3.1.3.5		CDD:441258	25.17	147.0	104.0	2.0	1.0	141.0	14.0	160.0	3.1699999999999998e-28	99.3
tr|A0LK38|A0LK38_SYNFM	INFORMATION STORAGE AND PROCESSING	Replication, recombination and repair 	COG0776	Bacterial nucleoid DNA-binding protein IHF-alpha	Bacterial nucleoid DNA-binding protein IHF-alpha [Replication, recombination and repair]. 	3.6.1.40	K04764	CDD:440539	58.889	90.0	37.0	0.0	1.0	90.0	1.0	90.0	6.56e-42	129.0
tr|A0LK38|A0LK38_SYNFM	INFORMATION STORAGE AND PROCESSING	Replication, recombination and repair 	COG0776	Bacterial nucleoid DNA-binding protein IHF-alpha	Bacterial nucleoid DNA-binding protein IHF-alpha [Replication, recombination and repair]. 	3.6.1.11	K04764	CDD:440539	58.889	90.0	37.0	0.0	1.0	90.0	1.0	90.0	6.56e-42	129.0
tr|A0LK40|A0LK40_SYNFM	CELLULAR PROCESSES AND SIGNALING	Signal transduction mechanisms 	COG4564	Signal transduction histidine kinase	Signal transduction histidine kinase [Signal transduction mechanisms]. 	2.7.13.3	K02480	CDD:443621	33.088	136.0	76.0	4.0	7.0	130.0	32.0	164.0	9.06e-31	111.0
tr|A0LK41|A0LK41_SYNFM	METABOLISM	Coenzyme transport and metabolism 	COG2329	Heme-degrading monooxygenase HmoA and related ABM domain proteins	Heme-degrading monooxygenase HmoA and related ABM domain proteins [Coenzyme transport and metabolism]. 	1.14.99.3	K07145	CDD:441901	28.889	90.0	64.0	0.0	3.0	92.0	2.0	91.0	1.39e-18	70.8
tr|A0LKL5|A0LKL5_SYNFM	METABOLISM	Amino acid transport and metabolism 	COG0683	ABC-type branched-chain amino acid transport system, periplasmic component	ABC-type branched-chain amino acid transport system, periplasmic component [Amino acid transport and metabolism]. 	2.7.10.-	K01999,K01423	CDD:440447	30.833	360.0	197.0	7.0	49.0	405.0	1.0	311.0	5.080000000000001e-72	225.0
tr|A0LKR5|A0LKR5_SYNFM	METABOLISM	Energy production and conversion 	COG1838	Tartrate dehydratase beta subunit/Fumarate hydratase class I, C-terminal domain	Tartrate dehydratase beta subunit/Fumarate hydratase class I, C-terminal domain [Energy production and conversion]. Tartrate dehydratase beta subunit/Fumarate hydratase class I, C-terminal domain is part of the Pathway/BioSystem: TCA cycle	4.2.1.2		CDD:441443	48.876	178.0	88.0	2.0	359.0	536.0	4.0	178.0	2.76e-101	300.0
tr|A0LKR5|A0LKR5_SYNFM	METABOLISM	Energy production and conversion 	COG1951	Tartrate dehydratase alpha subunit/Fumarate hydratase class I, N-terminal domain	Tartrate dehydratase alpha subunit/Fumarate hydratase class I, N-terminal domain [Energy production and conversion]. Tartrate dehydratase alpha subunit/Fumarate hydratase class I, N-terminal domain is part of the Pathway/BioSystem: TCA cycle	4.2.1.2	K03779	CDD:441554	37.255	306.0	168.0	8.0	39.0	339.0	3.0	289.0	2.7799999999999997e-128	373.0
tr|A0LKR9|A0LKR9_SYNFM	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	COG2077	Peroxiredoxin	Peroxiredoxin [Posttranslational modification, protein turnover, chaperones]. 	1.11.1.15	K11065,K00435	CDD:441680	60.119	168.0	63.0	2.0	6.0	170.0	2.0	168.0	3.57e-99	280.0
sp|A0LKS4|CH602_SYNFM	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	COG0459	Chaperonin GroEL (HSP60 family)	Chaperonin GroEL (HSP60 family) [Posttranslational modification, protein turnover, chaperones]. 	2.7.1.150		CDD:440227	61.726	533.0	165.0	5.0	1.0	530.0	1.0	497.0	0.0	787.0
tr|A0LLD9|A0LLD9_SYNFM	METABOLISM	Amino acid transport and metabolism 	COG1410	Methionine synthase I, cobalamin-binding domain	Methionine synthase I, cobalamin-binding domain [Amino acid transport and metabolism]. Methionine synthase I, cobalamin-binding domain is part of the Pathway/BioSystem: Methionine biosynthesis	2.1.1.13	K00548	CDD:441020	28.716	296.0	183.0	9.0	3.0	271.0	335.0	629.0	2.2199999999999999e-41	149.0
tr|A0LLE1|A0LLE1_SYNFM	METABOLISM	Energy production and conversion 	COG1614	CO dehydrogenase/acetyl-CoA synthase beta subunit	CO dehydrogenase/acetyl-CoA synthase beta subunit [Energy production and conversion]. 	2.3.1.-		CDD:441222	62.155	399.0	151.0	0.0	338.0	736.0	1.0	399.0	0.0	775.0
tr|A0LLE1|A0LLE1_SYNFM	METABOLISM	Energy production and conversion 	COG1152	CO dehydrogenase/acetyl-CoA synthase alpha subunit	CO dehydrogenase/acetyl-CoA synthase alpha subunit [Energy production and conversion]. 	1.2.7.4		CDD:440766	47.619	210.0	92.0	5.0	132.0	340.0	23.0	215.0	2.3e-82	258.0
tr|A0LLE2|A0LLE2_SYNFM	METABOLISM	Energy production and conversion 	COG1151	Hydroxylamine reductase (hybrid-cluster protein)	Hydroxylamine reductase (hybrid-cluster protein) [Energy production and conversion]. 	1.7.-.-		CDD:440765	43.062	627.0	332.0	11.0	28.0	644.0	2.0	613.0	0.0	773.0
tr|A0LLE3|A0LLE3_SYNFM	METABOLISM	Energy production and conversion 	COG2069	CO dehydrogenase/acetyl-CoA synthase delta subunit (corrinoid Fe-S protein)	CO dehydrogenase/acetyl-CoA synthase delta subunit (corrinoid Fe-S protein) [Energy production and conversion]. 	2.1.1.245		CDD:441672	56.369	314.0	135.0	2.0	1.0	314.0	1.0	312.0	1.63e-180	498.0
sp|A0LLF8|ATPB_SYNFM	METABOLISM	Energy production and conversion 	COG0055	FoF1-type ATP synthase, beta subunit	FoF1-type ATP synthase, beta subunit [Energy production and conversion]. FoF1-type ATP synthase, beta subunit is part of the Pathway/BioSystem: FoF1-type ATP synthase	3.6.3.14		CDD:439825	74.627	469.0	115.0	1.0	1.0	469.0	3.0	467.0	0.0	992.0
sp|A0LLG0|ATPA_SYNFM	METABOLISM	Energy production and conversion 	COG0056	FoF1-type ATP synthase, alpha subunit	FoF1-type ATP synthase, alpha subunit [Energy production and conversion]. FoF1-type ATP synthase, alpha subunit is part of the Pathway/BioSystem: FoF1-type ATP synthase	3.6.3.14	K02111	CDD:439826	71.881	505.0	139.0	1.0	1.0	505.0	1.0	502.0	0.0	1070.0
sp|A0LLG1|ATPD_SYNFM	METABOLISM	Energy production and conversion 	COG0712	FoF1-type ATP synthase, delta subunit	FoF1-type ATP synthase, delta subunit [Energy production and conversion]. FoF1-type ATP synthase, delta subunit is part of the Pathway/BioSystem: FoF1-type ATP synthase	3.6.3.14	K02109	CDD:440476	36.872	179.0	112.0	1.0	1.0	179.0	1.0	178.0	2.1499999999999997e-54	168.0
sp|A0LLR2|FOLD_SYNFM	METABOLISM	Coenzyme transport and metabolism 	COG0190	5,10-methylene-tetrahydrofolate dehydrogenase/Methenyl tetrahydrofolate cyclohydrolase	5,10-methylene-tetrahydrofolate dehydrogenase/Methenyl tetrahydrofolate cyclohydrolase [Coenzyme transport and metabolism]. 		K01491	CDD:439960	56.271	295.0	119.0	4.0	1.0	295.0	1.0	285.0	5.6000000000000005e-173	476.0
sp|A0LLR3|FTHS_SYNFM	METABOLISM	Nucleotide transport and metabolism 	COG2759	Formyltetrahydrofolate synthetase	Formyltetrahydrofolate synthetase [Nucleotide transport and metabolism]. 	6.3.4.3		CDD:442046	45.704	582.0	287.0	8.0	8.0	587.0	2.0	556.0	0.0	893.0
tr|A0LLS9|A0LLS9_SYNFM	METABOLISM	Energy production and conversion 	COG1905	NADH:ubiquinone oxidoreductase 24 kD subunit (chain E)	NADH:ubiquinone oxidoreductase 24 kD subunit (chain E) [Energy production and conversion]. NADH:ubiquinone oxidoreductase 24 kD subunit (chain E) is part of the Pathway/BioSystem: NADH dehydrogenase	1.6.5.3	K00127,K00334	CDD:441509	47.619	147.0	77.0	0.0	1.0	147.0	10.0	156.0	1.3e-76	222.0
tr|A0LLT0|A0LLT0_SYNFM	POORLY CHARACTERIZED	Function unknown 	COG2768	Uncharacterized Fe-S cluster protein	Uncharacterized Fe-S cluster protein [Function unknown]. 		K00335	CDD:442050	50.0	56.0	27.0	1.0	547.0	602.0	3.0	57.0	1.01e-15	69.4
tr|A0LLT0|A0LLT0_SYNFM	POORLY CHARACTERIZED	Function unknown 	COG2768	Uncharacterized Fe-S cluster protein	Uncharacterized Fe-S cluster protein [Function unknown]. 		K00335	CDD:442050	31.373	51.0	26.0	2.0	537.0	582.0	21.0	67.0	8.36e-05	38.6
tr|A0LLT0|A0LLT0_SYNFM	METABOLISM	Energy production and conversion 	COG3411	2Fe-2S ferredoxin	2Fe-2S ferredoxin [Energy production and conversion]. 2Fe-2S ferredoxin is part of the Pathway/BioSystem: 2Fe2S	1.6.5.3		CDD:442637	47.917	96.0	49.0	1.0	11.0	106.0	2.0	96.0	4.99e-33	119.0
tr|A0LLT0|A0LLT0_SYNFM	METABOLISM	Energy production and conversion 	COG1894	NADH:ubiquinone oxidoreductase, NADH-binding 51 kD subunit (chain F)	NADH:ubiquinone oxidoreductase, NADH-binding 51 kD subunit (chain F) [Energy production and conversion]. NADH:ubiquinone oxidoreductase, NADH-binding 51 kD subunit (chain F) is part of the Pathway/BioSystem: NADH dehydrogenase	1.6.5.3	K00124	CDD:441498	59.434	424.0	153.0	3.0	124.0	537.0	3.0	417.0	0.0	778.0
tr|A0LLT8|A0LLT8_SYNFM	METABOLISM	Energy production and conversion 	COG1905	NADH:ubiquinone oxidoreductase 24 kD subunit (chain E)	NADH:ubiquinone oxidoreductase 24 kD subunit (chain E) [Energy production and conversion]. NADH:ubiquinone oxidoreductase 24 kD subunit (chain E) is part of the Pathway/BioSystem: NADH dehydrogenase	1.6.5.3	K00127,K00334	CDD:441509	43.709	151.0	81.0	1.0	19.0	169.0	8.0	154.0	1.38e-62	188.0
tr|A0LLT9|A0LLT9_SYNFM	METABOLISM	Energy production and conversion 	COG3411	2Fe-2S ferredoxin	2Fe-2S ferredoxin [Energy production and conversion]. 2Fe-2S ferredoxin is part of the Pathway/BioSystem: 2Fe2S	1.6.5.3		CDD:442637	36.905	84.0	49.0	2.0	19.0	102.0	3.0	82.0	9.62e-22	86.9
tr|A0LLT9|A0LLT9_SYNFM	METABOLISM	Energy production and conversion 	COG1894	NADH:ubiquinone oxidoreductase, NADH-binding 51 kD subunit (chain F)	NADH:ubiquinone oxidoreductase, NADH-binding 51 kD subunit (chain F) [Energy production and conversion]. NADH:ubiquinone oxidoreductase, NADH-binding 51 kD subunit (chain F) is part of the Pathway/BioSystem: NADH dehydrogenase	1.6.5.3	K00124	CDD:441498	62.59	417.0	156.0	0.0	123.0	539.0	2.0	418.0	0.0	801.0
tr|A0LLU0|A0LLU0_SYNFM	METABOLISM	Energy production and conversion 	COG1034	NADH dehydrogenase/NADH:ubiquinone oxidoreductase 75 kD subunit (chain G)	NADH dehydrogenase/NADH:ubiquinone oxidoreductase 75 kD subunit (chain G) [Energy production and conversion]. NADH dehydrogenase/NADH:ubiquinone oxidoreductase 75 kD subunit (chain G) is part of the Pathway/BioSystem: NADH dehydrogenase	1.6.5.3	K00336	CDD:440657	40.686	204.0	117.0	1.0	4.0	207.0	2.0	201.0	1.1800000000000001e-64	204.0
tr|A0LLX0|A0LLX0_SYNFM	METABOLISM	Inorganic ion transport and metabolism 	COG4771	Outer membrane receptor for ferrienterochelin and colicins	Outer membrane receptor for ferrienterochelin and colicins [Inorganic ion transport and metabolism]. 			CDD:443803	26.636	657.0	416.0	16.0	32.0	669.0	3.0	612.0	2.76e-94	302.0
tr|A0LM18|A0LM18_SYNFM	METABOLISM	Energy production and conversion 	COG1014	Pyruvate:ferredoxin oxidoreductase or related 2-oxoacid:ferredoxin oxidoreductase, gamma subunit	Pyruvate:ferredoxin oxidoreductase or related 2-oxoacid:ferredoxin oxidoreductase, gamma subunit [Energy production and conversion]. Pyruvate:ferredoxin oxidoreductase or related 2-oxoacid:ferredoxin oxidoreductase, gamma subunit is part of the Pathway/BioSystem: Pyruvate oxidation		K03737,K00180,K00174,K04090,K00172,K00177,K00186	CDD:440638	37.368	190.0	104.0	6.0	1.0	180.0	4.0	188.0	1.7999999999999998e-40	139.0
tr|A0LM19|A0LM19_SYNFM	METABOLISM	Energy production and conversion 	COG1144	Pyruvate:ferredoxin oxidoreductase or related 2-oxoacid:ferredoxin oxidoreductase, delta subunit	Pyruvate:ferredoxin oxidoreductase or related 2-oxoacid:ferredoxin oxidoreductase, delta subunit [Energy production and conversion]. Pyruvate:ferredoxin oxidoreductase or related 2-oxoacid:ferredoxin oxidoreductase, delta subunit is part of the Pathway/BioSystem: Pyruvate oxidation	1.2.7.1		CDD:440759	55.0	80.0	36.0	0.0	16.0	95.0	3.0	82.0	1.42e-33	108.0
tr|A0LM20|A0LM20_SYNFM	METABOLISM	Energy production and conversion 	COG0674	Pyruvate:ferredoxin oxidoreductase or related 2-oxoacid:ferredoxin oxidoreductase, alpha subunit	Pyruvate:ferredoxin oxidoreductase or related 2-oxoacid:ferredoxin oxidoreductase, alpha subunit [Energy production and conversion]. Pyruvate:ferredoxin oxidoreductase or related 2-oxoacid:ferredoxin oxidoreductase, alpha subunit is part of the Pathway/BioSystem: Pyruvate oxidation		K03737,K00174,K00186	CDD:440438	34.872	390.0	222.0	12.0	2.0	380.0	1.0	369.0	1.5e-128	371.0
tr|A0LM21|A0LM21_SYNFM	METABOLISM	Energy production and conversion 	COG1013	Pyruvate:ferredoxin oxidoreductase or related 2-oxoacid:ferredoxin oxidoreductase, beta subunit	Pyruvate:ferredoxin oxidoreductase or related 2-oxoacid:ferredoxin oxidoreductase, beta subunit [Energy production and conversion]. Pyruvate:ferredoxin oxidoreductase or related 2-oxoacid:ferredoxin oxidoreductase, beta subunit is part of the Pathway/BioSystem: Pyruvate oxidation		K03737,K00168,K00175,K00186	CDD:440637	38.078	281.0	139.0	7.0	26.0	300.0	10.0	261.0	4.1e-112	323.0
tr|A0LMD3|A0LMD3_SYNFM	METABOLISM	Carbohydrate transport and metabolism 	COG1638	TRAP-type C4-dicarboxylate transport system, periplasmic component	TRAP-type C4-dicarboxylate transport system, periplasmic component [Carbohydrate transport and metabolism]. 		K00368	CDD:441245	42.522	341.0	184.0	5.0	1.0	341.0	1.0	329.0	5.570000000000001e-116	336.0
sp|A0LMD8|GLMM_SYNFM	METABOLISM	Carbohydrate transport and metabolism 	COG1109	Phosphomannomutase	Phosphomannomutase [Carbohydrate transport and metabolism]. 		K01840	CDD:440726	39.434	459.0	260.0	7.0	2.0	448.0	4.0	456.0	1.3100000000000002e-179	507.0
tr|A0LMH5|A0LMH5_SYNFM	METABOLISM	Energy production and conversion 	COG1740	Ni,Fe-hydrogenase I small subunit	Ni,Fe-hydrogenase I small subunit [Energy production and conversion]. 	1.12.99.6		CDD:441346	57.508	313.0	132.0	1.0	1.0	312.0	1.0	313.0	0.0	546.0
tr|A0LML7|A0LML7_SYNFM	METABOLISM	Energy production and conversion 	COG3808	Na+ or H+-translocating membrane pyrophosphatase	Na+ or H+-translocating membrane pyrophosphatase [Energy production and conversion]. 	3.6.1.1		CDD:443021	59.85	665.0	246.0	6.0	28.0	680.0	1.0	656.0	0.0	976.0
tr|A0LMX6|A0LMX6_SYNFM	METABOLISM	Amino acid transport and metabolism 	COG0683	ABC-type branched-chain amino acid transport system, periplasmic component	ABC-type branched-chain amino acid transport system, periplasmic component [Amino acid transport and metabolism]. 	2.7.10.-	K01999,K01423	CDD:440447	35.989	364.0	181.0	9.0	25.0	386.0	1.0	314.0	2.3999999999999998e-89	269.0
tr|A0LN34|A0LN34_SYNFM	METABOLISM	Amino acid transport and metabolism 	COG0834	ABC-type amino acid transport/signal transduction system, periplasmic component/domain	ABC-type amino acid transport/signal transduction system, periplasmic component/domain [Amino acid transport and metabolism, Signal transduction mechanisms]. 		K05359,K01713,K02424,K08282,K02030,K10039	CDD:440596	37.179	234.0	132.0	5.0	40.0	272.0	1.0	220.0	2.19e-72	219.0
tr|A0LN34|A0LN34_SYNFM	CELLULAR PROCESSES AND SIGNALING	Signal transduction mechanisms 	COG0834	ABC-type amino acid transport/signal transduction system, periplasmic component/domain	ABC-type amino acid transport/signal transduction system, periplasmic component/domain [Amino acid transport and metabolism, Signal transduction mechanisms]. 		K05359,K01713,K02424,K08282,K02030,K10039	CDD:440596	37.179	234.0	132.0	5.0	40.0	272.0	1.0	220.0	2.19e-72	219.0
tr|A0LP14|A0LP14_SYNFM	METABOLISM	Inorganic ion transport and metabolism 	COG1840	ABC-type Fe3+ transport system, periplasmic component	ABC-type Fe3+ transport system, periplasmic component [Inorganic ion transport and metabolism]. 	2.7.13.3	K02048,K02012	CDD:441445	37.455	275.0	150.0	9.0	45.0	317.0	1.0	255.0	7.51e-74	228.0
