qseqid	General functional category	Functional category	DB ID	Protein description	DB description	CDD ID	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
sp|A0LIH6|EFTU_SYNFM	POORLY CHARACTERIZED	General function prediction only 	KOG0463	GTP-binding protein GP-1	KOG0463, GTP-binding protein GP-1 [General function prediction only]	CDD:228412	23.57	437	258	22	13	396	134	547	7.4e-08	51.9
sp|A0LIH6|EFTU_SYNFM	INFORMATION STORAGE AND PROCESSING	Translation, ribosomal structure and biogenesis 	KOG1144	Translation initiation factor 5B (eIF-5B)	KOG1144, Translation initiation factor 5B (eIF-5B) [Translation, ribosomal structure and biogenesis]	CDD:229087	30.0	130	74	3	19	139	482	603	8.45e-07	48.7
sp|A0LIJ6|RS3_SYNFM	INFORMATION STORAGE AND PROCESSING	Translation, ribosomal structure and biogenesis 	KOG3181	40S ribosomal protein S3	KOG3181, 40S ribosomal protein S3 [Translation, ribosomal structure and biogenesis]	CDD:231119	24.561	171	121	4	37	201	20	188	1.51e-08	50.6
tr|A0LIW6|A0LIW6_SYNFM	METABOLISM	Inorganic ion transport and metabolism 	KOG1055	GABA-B ion channel receptor subunit GABABR1 and related subunits, G-protein coupled receptor superfamily	KOG1055, GABA-B ion channel receptor subunit GABABR1 and related subunits, G-protein coupled receptor superfamily [Inorganic ion transport and metabolism, Amino acid transport and metabolism, Signal transduction mechanisms]	CDD:229001	20.968	372	239	17	54	383	66	424	5.32e-11	61.8
tr|A0LIW6|A0LIW6_SYNFM	METABOLISM	Inorganic ion transport and metabolism 	KOG1056	Glutamate-gated metabotropic ion channel receptor subunit GRM2 and related subunits, G-protein coupled receptor superfamily	KOG1056, Glutamate-gated metabotropic ion channel receptor subunit GRM2 and related subunits, G-protein coupled receptor superfamily [Inorganic ion transport and metabolism, Signal transduction mechanisms]	CDD:229002	25.778	225	131	8	12	201	6	229	2.2e-06	47.4
tr|A0LIY7|A0LIY7_SYNFM	METABOLISM	Energy production and conversion 	KOG1255	Succinyl-CoA synthetase, alpha subunit	KOG1255, Succinyl-CoA synthetase, alpha subunit [Energy production and conversion]	CDD:229197	63.23	291	102	2	5	290	35	325	3.64e-153	429.0
tr|A0LIY7|A0LIY7_SYNFM	METABOLISM	Energy production and conversion 	KOG1254	ATP-citrate lyase	KOG1254, ATP-citrate lyase [Energy production and conversion]	CDD:229196	29.545	308	192	7	7	293	8	311	2.58e-25	102.0
tr|E4SCQ4|E4SCQ4_CALK2	CELLULAR PROCESSES AND SIGNALING	Signal transduction mechanisms 	KOG4221	Receptor mediating netrin-dependent axon guidance	KOG4221, Receptor mediating netrin-dependent axon guidance [Signal transduction mechanisms]	CDD:232150	21.338	553	345	25	939	1455	519	1017	6.44e-16	82.2
tr|E4SCQ4|E4SCQ4_CALK2	CELLULAR PROCESSES AND SIGNALING	Signal transduction mechanisms 	KOG4221	Receptor mediating netrin-dependent axon guidance	KOG4221, Receptor mediating netrin-dependent axon guidance [Signal transduction mechanisms]	CDD:232150	19.876	483	272	24	940	1376	615	1028	1.33e-14	77.6
tr|E4SCQ4|E4SCQ4_CALK2	CELLULAR PROCESSES AND SIGNALING	Signal transduction mechanisms 	KOG4221	Receptor mediating netrin-dependent axon guidance	KOG4221, Receptor mediating netrin-dependent axon guidance [Signal transduction mechanisms]	CDD:232150	21.151	643	349	38	894	1456	260	824	3.53e-14	76.4
tr|E4SCQ4|E4SCQ4_CALK2	CELLULAR PROCESSES AND SIGNALING	Signal transduction mechanisms 	KOG4221	Receptor mediating netrin-dependent axon guidance	KOG4221, Receptor mediating netrin-dependent axon guidance [Signal transduction mechanisms]	CDD:232150	18.738	539	347	23	941	1446	428	908	4.45e-11	66.0
tr|E4SCQ4|E4SCQ4_CALK2	CELLULAR PROCESSES AND SIGNALING	Signal transduction mechanisms 	KOG4221	Receptor mediating netrin-dependent axon guidance	KOG4221, Receptor mediating netrin-dependent axon guidance [Signal transduction mechanisms]	CDD:232150	20.513	273	190	9	939	1196	822	1082	3.3e-06	50.2
tr|E4SCQ4|E4SCQ4_CALK2	CELLULAR PROCESSES AND SIGNALING	Signal transduction mechanisms 	KOG4221	Receptor mediating netrin-dependent axon guidance	KOG4221, Receptor mediating netrin-dependent axon guidance [Signal transduction mechanisms]	CDD:232150	30.556	108	66	5	453	556	421	523	2.14e-05	47.5
tr|E4SCQ4|E4SCQ4_CALK2	CELLULAR PROCESSES AND SIGNALING	Signal transduction mechanisms 	KOG4221	Receptor mediating netrin-dependent axon guidance	KOG4221, Receptor mediating netrin-dependent axon guidance [Signal transduction mechanisms]	CDD:232150	23.718	156	103	4	923	1068	707	856	5.23e-05	46.0
tr|E4SCQ4|E4SCQ4_CALK2	CELLULAR PROCESSES AND SIGNALING	Signal transduction mechanisms 	KOG0196	Tyrosine kinase, EPH (ephrin) receptor family	KOG0196, Tyrosine kinase, EPH (ephrin) receptor family [Signal transduction mechanisms]	CDD:228145	29.73	222	105	13	939	1125	330	535	9.05e-11	65.1
tr|E4SCQ4|E4SCQ4_CALK2	CELLULAR PROCESSES AND SIGNALING	Signal transduction mechanisms 	KOG3513	Neural cell adhesion molecule L1	KOG3513, Neural cell adhesion molecule L1 [Signal transduction mechanisms]	CDD:231450	22.747	233	152	11	913	1126	691	914	3.27e-06	50.1
tr|E4SCQ4|E4SCQ4_CALK2	CELLULAR PROCESSES AND SIGNALING	Signal transduction mechanisms 	KOG3513	Neural cell adhesion molecule L1	KOG3513, Neural cell adhesion molecule L1 [Signal transduction mechanisms]	CDD:231450	28.283	99	64	4	462	554	820	917	2.63e-05	47.0
tr|E4SCQ4|E4SCQ4_CALK2	CELLULAR PROCESSES AND SIGNALING	Signal transduction mechanisms 	KOG3513	Neural cell adhesion molecule L1	KOG3513, Neural cell adhesion molecule L1 [Signal transduction mechanisms]	CDD:231450	21.091	275	179	10	875	1127	555	813	3.17e-05	47.0
tr|E4Z8N7|E4Z8N7_MALDO	POORLY CHARACTERIZED	General function prediction only 	KOG4547	WD40 repeat-containing protein	KOG4547, WD40 repeat-containing protein [General function prediction only]	CDD:232475	28.912	588	362	15	13	592	1	540	6.57e-116	354.0
tr|E4Z8N7|E4Z8N7_MALDO	POORLY CHARACTERIZED	General function prediction only 	KOG0266	WD40 repeat-containing protein	KOG0266, WD40 repeat-containing protein [General function prediction only]	CDD:228215	22.794	272	173	10	11	271	165	410	3.74e-14	72.6
tr|E4Z8N7|E4Z8N7_MALDO	POORLY CHARACTERIZED	General function prediction only 	KOG0266	WD40 repeat-containing protein	KOG0266, WD40 repeat-containing protein [General function prediction only]	CDD:228215	20.635	126	86	5	157	278	158	273	0.000583	40.2
tr|E4Z8N7|E4Z8N7_MALDO	INFORMATION STORAGE AND PROCESSING	RNA processing and modification 	KOG0319	WD40-repeat-containing subunit of the 18S rRNA processing complex	KOG0319, WD40-repeat-containing subunit of the 18S rRNA processing complex [RNA processing and modification]	CDD:228268	27.5	120	78	5	114	228	461	576	3.08e-09	57.4
tr|E4Z8N7|E4Z8N7_MALDO	INFORMATION STORAGE AND PROCESSING	RNA processing and modification 	KOG0319	WD40-repeat-containing subunit of the 18S rRNA processing complex	KOG0319, WD40-repeat-containing subunit of the 18S rRNA processing complex [RNA processing and modification]	CDD:228268	20.8	125	83	3	125	243	342	456	0.000185	42.0
tr|E4Z8N7|E4Z8N7_MALDO	INFORMATION STORAGE AND PROCESSING	RNA processing and modification 	KOG0319	WD40-repeat-containing subunit of the 18S rRNA processing complex	KOG0319, WD40-repeat-containing subunit of the 18S rRNA processing complex [RNA processing and modification]	CDD:228268	20.395	152	108	6	131	278	77	219	0.000494	40.9
tr|E4Z8N7|E4Z8N7_MALDO	INFORMATION STORAGE AND PROCESSING	Transcription 	KOG0263	Transcription initiation factor TFIID, subunit TAF5 (also component of histone acetyltransferase SAGA)	KOG0263, Transcription initiation factor TFIID, subunit TAF5 (also component of histone acetyltransferase SAGA) [Transcription]	CDD:228212	22.523	222	140	10	11	229	457	649	5.34e-09	56.7
tr|E4Z8N7|E4Z8N7_MALDO	POORLY CHARACTERIZED	Function unknown 	KOG1409	Uncharacterized conserved protein, contains WD40 repeats and FYVE domains	KOG1409, Uncharacterized conserved protein, contains WD40 repeats and FYVE domains [Function unknown]	CDD:229351	21.782	202	132	7	46	232	40	230	1.03e-08	55.2
tr|E4Z8N7|E4Z8N7_MALDO	CELLULAR PROCESSES AND SIGNALING	Cytoskeleton 	KOG0318	WD40 repeat stress protein/actin interacting protein	KOG0318, WD40 repeat stress protein/actin interacting protein [Cytoskeleton]	CDD:228267	20.942	191	109	8	13	172	198	377	9.49e-08	52.4
tr|E4Z8N7|E4Z8N7_MALDO	CELLULAR PROCESSES AND SIGNALING	Cytoskeleton 	KOG0318	WD40 repeat stress protein/actin interacting protein	KOG0318, WD40 repeat stress protein/actin interacting protein [Cytoskeleton]	CDD:228267	21.97	132	83	3	112	232	231	353	2.05e-05	45.1
tr|E4Z8N7|E4Z8N7_MALDO	POORLY CHARACTERIZED	General function prediction only 	KOG0275	Conserved WD40 repeat-containing protein	KOG0275, Conserved WD40 repeat-containing protein [General function prediction only]	CDD:228224	29.801	151	95	6	87	227	227	376	1.41e-07	51.8
tr|E4Z8N7|E4Z8N7_MALDO	POORLY CHARACTERIZED	General function prediction only 	KOG0289	mRNA splicing factor	KOG0289, mRNA splicing factor [General function prediction only]	CDD:228238	25.0	120	85	3	111	226	298	416	1.54e-07	51.8
tr|E4Z8N7|E4Z8N7_MALDO	POORLY CHARACTERIZED	General function prediction only 	KOG1064	RAVE (regulator of V-ATPase assembly) complex subunit RAV1/DMX protein, WD repeat superfamily	KOG1064, RAVE (regulator of V-ATPase assembly) complex subunit RAV1/DMX protein, WD repeat superfamily [General function prediction only]	CDD:229010	22.5	200	128	4	15	196	2218	2408	2.11e-06	48.7
tr|E4Z8N7|E4Z8N7_MALDO	INFORMATION STORAGE AND PROCESSING	Chromatin structure and dynamics 	KOG0273	Beta-transducin family (WD-40 repeat) protein	KOG0273, Beta-transducin family (WD-40 repeat) protein [Chromatin structure and dynamics]	CDD:228222	20.168	238	157	10	9	238	182	394	4.12e-06	47.1
tr|E4Z8N7|E4Z8N7_MALDO	INFORMATION STORAGE AND PROCESSING	RNA processing and modification 	KOG0306	WD40-repeat-containing subunit of the 18S rRNA processing complex	KOG0306, WD40-repeat-containing subunit of the 18S rRNA processing complex [RNA processing and modification]	CDD:228255	20.902	244	142	9	4	231	374	582	5.73e-06	47.1
tr|E4Z8N7|E4Z8N7_MALDO	METABOLISM	Lipid transport and metabolism 	KOG0278	Serine/threonine kinase receptor-associated protein	KOG0278, Serine/threonine kinase receptor-associated protein [Lipid transport and metabolism]	CDD:228227	25.0	188	123	8	115	298	58	231	5.77e-06	46.4
tr|E4Z8N7|E4Z8N7_MALDO	CELLULAR PROCESSES AND SIGNALING	Intracellular trafficking, secretion, and vesicular transport 	KOG0771	Prolactin regulatory element-binding protein/Protein transport protein SEC12p	KOG0771, Prolactin regulatory element-binding protein/Protein transport protein SEC12p [Intracellular trafficking, secretion, and vesicular transport]	CDD:228718	22.449	147	100	5	163	301	149	289	6.73e-06	46.3
tr|E4Z8N7|E4Z8N7_MALDO	POORLY CHARACTERIZED	General function prediction only 	KOG0286	G-protein beta subunit	KOG0286, G-protein beta subunit [General function prediction only]	CDD:228235	21.26	127	90	3	115	233	54	178	7.76e-06	45.8
tr|E4Z8N7|E4Z8N7_MALDO	POORLY CHARACTERIZED	General function prediction only 	KOG1539	WD repeat protein	KOG1539, WD repeat protein [General function prediction only]	CDD:229480	22.973	148	104	5	87	228	462	605	8.14e-06	46.7
tr|E4Z8N7|E4Z8N7_MALDO	CELLULAR PROCESSES AND SIGNALING	Signal transduction mechanisms 	KOG0279	G protein beta subunit-like protein	KOG0279, G protein beta subunit-like protein [Signal transduction mechanisms]	CDD:228228	18.721	219	144	10	20	233	77	266	1.43e-05	45.1
tr|E4Z8N7|E4Z8N7_MALDO	INFORMATION STORAGE AND PROCESSING	RNA processing and modification 	KOG0299	U3 snoRNP-associated protein (contains WD40 repeats)	KOG0299, U3 snoRNP-associated protein (contains WD40 repeats) [RNA processing and modification]	CDD:228248	24.569	232	135	13	12	228	149	355	1.48e-05	45.5
tr|E4Z8N7|E4Z8N7_MALDO	POORLY CHARACTERIZED	General function prediction only 	KOG0288	WD40 repeat protein TipD	KOG0288, WD40 repeat protein TipD [General function prediction only]	CDD:228237	25.197	127	82	4	110	228	169	290	2.09e-05	44.8
tr|E4Z8N7|E4Z8N7_MALDO	POORLY CHARACTERIZED	Function unknown 	KOG0295	WD40 repeat-containing protein	KOG0295, WD40 repeat-containing protein [Function unknown]	CDD:228244	24.324	185	117	6	59	231	52	225	2.3e-05	44.8
tr|E4Z8N7|E4Z8N7_MALDO	CELLULAR PROCESSES AND SIGNALING	Cell cycle control, cell division, chromosome partitioning 	KOG1036	Mitotic spindle checkpoint protein BUB3, WD repeat superfamily	KOG1036, Mitotic spindle checkpoint protein BUB3, WD repeat superfamily [Cell cycle control, cell division, chromosome partitioning]	CDD:228982	21.875	192	137	10	115	298	93	279	2.38e-05	44.3
tr|E5ATN3|E5ATN3_MYCRK	METABOLISM	Energy production and conversion 	KOG1764	5'-AMP-activated protein kinase, gamma subunit	KOG1764, 5'-AMP-activated protein kinase, gamma subunit [Energy production and conversion]	CDD:229703	30.579	121	75	4	57	168	241	361	1.04e-08	51.2
tr|E5ATN3|E5ATN3_MYCRK	METABOLISM	Nucleotide transport and metabolism 	KOG2550	IMP dehydrogenase/GMP reductase	KOG2550, IMP dehydrogenase/GMP reductase [Nucleotide transport and metabolism]	CDD:230489	30.682	88	50	3	81	163	144	225	0.001	36.8
tr|E6KQU0|E6KQU0_9ACTO	METABOLISM	Carbohydrate transport and metabolism 	KOG0470	1,4-alpha-glucan branching enzyme/starch branching enzyme II	KOG0470, 1,4-alpha-glucan branching enzyme/starch branching enzyme II [Carbohydrate transport and metabolism]	CDD:228419	20.433	646	387	25	420	1047	104	640	4.7e-59	216.0
tr|E6VU71|E6VU71_PSEA9	METABOLISM	Energy production and conversion 	KOG1687	NADH-ubiquinone oxidoreductase, NUFS7/PSST/20 kDa subunit	KOG1687, NADH-ubiquinone oxidoreductase, NUFS7/PSST/20 kDa subunit [Energy production and conversion]	CDD:229628	40.8	125	71	2	9	133	29	150	3.47e-46	145.0
tr|E7S7J8|E7S7J8_9STRE	METABOLISM	Carbohydrate transport and metabolism 	KOG2426	Dihydroxyacetone kinase/glycerone kinase	KOG2426, Dihydroxyacetone kinase/glycerone kinase [Carbohydrate transport and metabolism]	CDD:230365	21.198	217	129	11	8	201	383	580	9.35e-06	45.9
tr|E7S8L3|E7S8L3_9STRE	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	KOG0731	AAA+-type ATPase containing the peptidase M41 domain	KOG0731, AAA+-type ATPase containing the peptidase M41 domain [Posttranslational modification, protein turnover, chaperones]	CDD:228678	50.0	548	254	11	106	640	224	764	0.0	577.0
tr|E7S8L3|E7S8L3_9STRE	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	KOG0734	AAA+-type ATPase containing the peptidase M41 domain	KOG0734, AAA+-type ATPase containing the peptidase M41 domain [Posttranslational modification, protein turnover, chaperones]	CDD:228681	43.739	583	283	10	78	631	172	738	0.0	577.0
tr|E7S8L3|E7S8L3_9STRE	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	KOG0730	AAA+-type ATPase	KOG0730, AAA+-type ATPase [Posttranslational modification, protein turnover, chaperones]	CDD:228677	47.699	239	118	3	184	421	430	662	1.8e-79	264.0
tr|E7S8L3|E7S8L3_9STRE	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	KOG0730	AAA+-type ATPase	KOG0730, AAA+-type ATPase [Posttranslational modification, protein turnover, chaperones]	CDD:228677	41.434	251	135	5	180	428	176	416	1.94e-53	192.0
tr|E7S8L3|E7S8L3_9STRE	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	KOG0729	26S proteasome regulatory complex, ATPase RPT1	KOG0729, 26S proteasome regulatory complex, ATPase RPT1 [Posttranslational modification, protein turnover, chaperones]	CDD:228676	45.817	251	135	1	185	434	174	424	2.19e-71	235.0
tr|E7S8L3|E7S8L3_9STRE	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	KOG0733	Nuclear AAA ATPase (VCP subfamily)	KOG0733, Nuclear AAA ATPase (VCP subfamily) [Posttranslational modification, protein turnover, chaperones]	CDD:228680	39.576	283	147	6	184	445	507	786	7.56e-69	237.0
tr|E7S8L3|E7S8L3_9STRE	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	KOG0733	Nuclear AAA ATPase (VCP subfamily)	KOG0733, Nuclear AAA ATPase (VCP subfamily) [Posttranslational modification, protein turnover, chaperones]	CDD:228680	44.082	245	130	2	171	411	173	414	8.79e-69	237.0
tr|E7S8L3|E7S8L3_9STRE	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	KOG0652	26S proteasome regulatory complex, ATPase RPT5	KOG0652, 26S proteasome regulatory complex, ATPase RPT5 [Posttranslational modification, protein turnover, chaperones]	CDD:228599	41.6	250	145	1	187	435	170	419	4.02e-66	221.0
tr|E7S8L3|E7S8L3_9STRE	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	KOG0728	26S proteasome regulatory complex, ATPase RPT6	KOG0728, 26S proteasome regulatory complex, ATPase RPT6 [Posttranslational modification, protein turnover, chaperones]	CDD:228675	41.833	251	145	1	190	439	149	399	2.98e-64	215.0
tr|E7S8L3|E7S8L3_9STRE	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	KOG0726	26S proteasome regulatory complex, ATPase RPT2	KOG0726, 26S proteasome regulatory complex, ATPase RPT2 [Posttranslational modification, protein turnover, chaperones]	CDD:228673	40.574	244	144	1	187	429	184	427	4.84e-62	210.0
tr|E7S8L3|E7S8L3_9STRE	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	KOG0735	AAA+-type ATPase	KOG0735, AAA+-type ATPase [Posttranslational modification, protein turnover, chaperones]	CDD:228682	40.075	267	152	3	185	446	664	927	3.46e-61	218.0
tr|E7S8L3|E7S8L3_9STRE	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	KOG0735	AAA+-type ATPase	KOG0735, AAA+-type ATPase [Posttranslational modification, protein turnover, chaperones]	CDD:228682	23.622	254	154	11	196	424	406	644	2.31e-15	77.5
tr|E7S8L3|E7S8L3_9STRE	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	KOG0727	26S proteasome regulatory complex, ATPase RPT3	KOG0727, 26S proteasome regulatory complex, ATPase RPT3 [Posttranslational modification, protein turnover, chaperones]	CDD:228674	41.176	255	145	2	185	438	152	402	3.3e-60	205.0
tr|E7S8L3|E7S8L3_9STRE	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	KOG0736	Peroxisome assembly factor 2 containing the AAA+-type ATPase domain	KOG0736, Peroxisome assembly factor 2 containing the AAA+-type ATPase domain [Posttranslational modification, protein turnover, chaperones]	CDD:228683	42.972	249	133	7	184	426	668	913	5.96e-60	214.0
tr|E7S8L3|E7S8L3_9STRE	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	KOG0736	Peroxisome assembly factor 2 containing the AAA+-type ATPase domain	KOG0736, Peroxisome assembly factor 2 containing the AAA+-type ATPase domain [Posttranslational modification, protein turnover, chaperones]	CDD:228683	27.234	235	163	4	198	430	408	636	8.79e-24	104.0
tr|E7S8L3|E7S8L3_9STRE	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	KOG0738	AAA+-type ATPase	KOG0738, AAA+-type ATPase [Posttranslational modification, protein turnover, chaperones]	CDD:228685	37.165	261	146	7	181	432	205	456	3.6e-57	198.0
