Entry	Entry Name	Protein names	Gene Ontology (GO)	Function [CC]	EC number	Annotation	Protein families	Pfam
W0REZ2	W0REZ2_9BACT	Blue (Type 1) copper domain protein	copper ion binding [GO:0005507]; electron transfer activity [GO:0009055]			1.0		PF00127;
E1R8Q5	E1R8Q5_SEDSS	Periplasmic binding protein/LacI transcriptional regulator	cell envelope [GO:0030313]; plasma membrane [GO:0005886]; carbohydrate binding [GO:0030246]			1.0	Bacterial solute-binding protein 2 family	PF13407;
A0A7K4AJ07	A0A7K4AJ07_METSH	Large ribosomal subunit protein eL8	cytoplasm [GO:0005737]; ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; ribonuclease P activity [GO:0004526]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]; tRNA 5'-leader removal [GO:0001682]	FUNCTION: Multifunctional RNA-binding protein that recognizes the K-turn motif in ribosomal RNA, the RNA component of RNase P, box H/ACA, box C/D and box C'/D' sRNAs. {ECO:0000256|HAMAP-Rule:MF_00326}.		2.0	Eukaryotic ribosomal protein eL8 family	PF01248;
Q3A7B5	Q3A7B5_SYNC1	Uncharacterized protein				1.0		PF09694;
L0FWI5	L0FWI5_ECHVK	Outer membrane receptor for ferrienterochelin and colicins	cell outer membrane [GO:0009279]; siderophore uptake transmembrane transporter activity [GO:0015344]			1.0		PF13620;PF00593;
A0LIH6	EFTU_SYNFM	Elongation factor Tu (EF-Tu) (EC 3.6.5.3)	cytosol [GO:0005829]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; translation elongation factor activity [GO:0003746]	FUNCTION: GTP hydrolase that promotes the GTP-dependent binding of aminoacyl-tRNA to the A-site of ribosomes during protein biosynthesis. {ECO:0000255|HAMAP-Rule:MF_00118}.	3.6.5.3	3.0	TRAFAC class translation factor GTPase superfamily, Classic translation factor GTPase family, EF-Tu/EF-1A subfamily	PF00009;PF03144;PF03143;
F4BUJ6	F4BUJ6_METSG	Threonine synthase (EC 4.2.3.1)	threonine synthase activity [GO:0004795]; threonine biosynthetic process [GO:0009088]		4.2.3.1	2.0	Threonine synthase family	PF00291;PF14821;
B8FNQ1	B8FNQ1_DESAL	Alginate export domain-containing protein				1.0		
A9B0X0	A9B0X0_HERA2	DUF4015 domain-containing protein				1.0		PF13200;
G8R3G4	G8R3G4_OWEHD	BNR/Asp-box repeat protein				1.0		PF18962;
E8WJ63	E8WJ63_GEOS8	Porin				1.0		
K4KZ81	K4KZ81_SIMAS	Putative oar protein	cell outer membrane [GO:0009279]; carbohydrate binding [GO:0030246]; siderophore uptake transmembrane transporter activity [GO:0015344]			1.0	TonB-dependent receptor family	PF13620;PF00593;
E8N4V9	E8N4V9_ANATU	F420-dependent oxidoreductase	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen [GO:0016705]			1.0		PF00296;
B1L5S6	B1L5S6_KORCO	Solute binding protein-like protein	peptide transmembrane transporter activity [GO:1904680]; peptide transport [GO:0015833]			1.0	Bacterial solute-binding protein 5 family	PF00496;
D5ECX8	D5ECX8_AMICL	UspA domain protein				1.0	Universal stress protein A family	PF00582;
S9NVF1	S9NVF1_CYSF2	Branched-chain amino acid ABC transporter, amino acid-binding protein	amino acid transport [GO:0006865]			1.0	Leucine-binding protein family	PF13458;
A1E5U5	A1E5U5_FLAJ1	SprB	cell gliding [GO:0071976]			1.0		PF13585;PF13573;
A1XWG6	A1XWG6_9EURY	Methyl coenzyme M reductase alpha subunit	coenzyme-B sulfoethylthiotransferase activity [GO:0050524]; methanogenesis [GO:0015948]			1.0		PF02249;
Q2FTS3	Q2FTS3_METHJ	DUF3821 domain-containing protein	extracellular region [GO:0005576]; membrane [GO:0016020]; S-layer [GO:0030115]			2.0		PF12863;PF18204;
R2QTP1	R2QTP1_9ENTE	ATP-dependent Clp protease ATP-binding subunit ClpE	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; peptidase activity [GO:0008233]; cellular response to heat [GO:0034605]; proteolysis [GO:0006508]			2.0	ClpA/ClpB family	PF00004;PF07724;PF17871;PF10431;
M1LVL4	M1LVL4_PSEPU	DNA gyrase subunit B (EC 5.6.2.2)	ATP binding [GO:0005524]; DNA binding [GO:0003677]; DNA negative supercoiling activity [GO:0034335]; DNA topological change [GO:0006265]		5.6.2.2	2.0	Type II topoisomerase GyrB family	PF00204;PF01751;
B8DYN4	B8DYN4_DICTD	Nickel-dependent hydrogenase large subunit	ferredoxin hydrogenase activity [GO:0008901]; nickel cation binding [GO:0016151]			1.0	[NiFe]/[NiFeSe] hydrogenase large subunit family	PF00374;
F4BU44	F4BU44_METSG	Acetylornithine aminotransferase (ACOAT) (EC 2.6.1.11)	cytoplasm [GO:0005737]; identical protein binding [GO:0042802]; N2-acetyl-L-ornithine:2-oxoglutarate 5-aminotransferase activity [GO:0003992]; pyridoxal phosphate binding [GO:0030170]; L-arginine biosynthetic process [GO:0006526]		2.6.1.11	3.0	Class-III pyridoxal-phosphate-dependent aminotransferase family, ArgD subfamily	PF00202;
Q336M9	Q336M9_ORYSJ	LrgB-like family protein, expressed	membrane [GO:0016020]			1.0		
A0A1V4ULP3	A0A1V4ULP3_9EURY	3-isopropylmalate dehydratase small subunit (EC 4.2.1.33) (Alpha-IPM isomerase) (IPMI) (Isopropylmalate isomerase)	3-isopropylmalate dehydratase activity [GO:0003861]; isomerase activity [GO:0016853]; L-leucine biosynthetic process [GO:0009098]	FUNCTION: Catalyzes the isomerization between 2-isopropylmalate and 3-isopropylmalate, via the formation of 2-isopropylmaleate. {ECO:0000256|HAMAP-Rule:MF_01032}.	4.2.1.33	2.0	LeuD family, LeuD type 2 subfamily	PF00694;
B0VF50	B0VF50_CLOAI	PKD domain-containing protein	cell-matrix adhesion [GO:0007160]			1.0		PF13860;PF06119;PF05048;PF18911;
I9NPV6	I9NPV6_9FIRM	Microcompartments protein	bacterial microcompartment [GO:0031469]			1.0	Bacterial microcompartments protein family, CsoS1 subfamily	PF00936;
B0VGC9	B0VGC9_CLOAI	Elongation factor Tu (EF-Tu)	cytosol [GO:0005829]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; translation elongation factor activity [GO:0003746]	FUNCTION: This protein promotes the GTP-dependent binding of aminoacyl-tRNA to the A-site of ribosomes during protein biosynthesis. {ECO:0000256|HAMAP-Rule:MF_00118}.		2.0	TRAFAC class translation factor GTPase superfamily, Classic translation factor GTPase family, EF-Tu/EF-1A subfamily	PF00009;PF03144;PF03143;
K6C025	K6C025_SCHAZ	Propanediol utilization protein PduB	bacterial microcompartment [GO:0031469]; structural molecule activity [GO:0005198]			1.0		PF00936;
A0A7K4AG36	A0A7K4AG36_METSH	3-dehydroquinate synthase (DHQ synthase) (EC 1.4.1.24) (3-dehydroquinate synthase II)	3-dehydroquinate synthase activity [GO:0003856]; dehydroquinate synthase activity [GO:0102042]; NAD binding [GO:0051287]; amino acid biosynthetic process [GO:0008652]; aromatic amino acid family biosynthetic process [GO:0009073]	FUNCTION: Catalyzes the oxidative deamination and cyclization of 2-amino-3,7-dideoxy-D-threo-hept-6-ulosonic acid (ADH) to yield 3-dehydroquinate (DHQ), which is fed into the canonical shikimic pathway of aromatic amino acid biosynthesis. {ECO:0000256|HAMAP-Rule:MF_01244}.	1.4.1.24	2.0	Archaeal-type DHQ synthase family	PF01959;
E8MXK5	E8MXK5_ANATU	DUF2383 domain-containing protein				1.0		
B9M8Z8	B9M8Z8_GEODF	Capsule assembly Wzi family protein				1.0		PF14052;
F4BVE1	F4BVE1_METSG	SufBD domain protein	iron-sulfur cluster assembly [GO:0016226]			1.0	Iron-sulfur cluster assembly SufBD family	PF01458;
W1N968	W1N968_9GAMM	Hcp1 family type VI secretion system effector				1.0		PF05638;
A0A7K4AFE8	A0A7K4AFE8_METSH	4Fe-4S binding protein	4 iron, 4 sulfur cluster binding [GO:0051539]; oxidoreductase activity [GO:0016491]			1.0		PF13237;
C4V857	C4V857_VAIC1	Ribosomal protein L10				1.0	Universal ribosomal protein uL10 family	PF00466;
A5G5Z0	A5G5Z0_GEOUR	Acyl-CoA dehydrogenase domain protein	acyl-CoA dehydrogenase activity [GO:0003995]; flavin adenine dinucleotide binding [GO:0050660]			1.0	Acyl-CoA dehydrogenase family	PF00441;PF02770;PF02771;
K9Z2F0	K9Z2F0_CYAAP	Extracellular solute-binding protein, family 7	tripartite ATP-independent periplasmic transporter complex [GO:0031317]; metal ion binding [GO:0046872]; organic acid binding [GO:0043177]; organic acid transport [GO:0015849]; transmembrane transport [GO:0055085]			1.0		PF03480;
H2EIF6	H2EIF6_MALDO	Homocysteine s-methytransferase	S-adenosylmethionine-homocysteine S-methyltransferase activity [GO:0008898]; zinc ion binding [GO:0008270]; methionine biosynthetic process [GO:0009086]; methylation [GO:0032259]; S-methylmethionine cycle [GO:0033528]			1.0		PF02574;
A1AP96	A1AP96_PELPD	Aldehyde dehydrogenase, molybdenum-binding subunit apoprotein	2 iron, 2 sulfur cluster binding [GO:0051537]; iron ion binding [GO:0005506]; oxidoreductase activity [GO:0016491]			1.0	Xanthine dehydrogenase family	PF01315;PF00111;PF01799;PF02738;PF20256;
D5EGJ6	D5EGJ6_AMICL	ABC transporter, periplasmic substrate-binding protein				1.0		PF12849;
E8N0E4	E8N0E4_ANATU	Chaperonin GroEL (EC 5.6.1.7) (60 kDa chaperonin) (Chaperonin-60) (Cpn60)	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; ATP-dependent protein folding chaperone [GO:0140662]; isomerase activity [GO:0016853]; unfolded protein binding [GO:0051082]; protein refolding [GO:0042026]	FUNCTION: Together with its co-chaperonin GroES, plays an essential role in assisting protein folding. The GroEL-GroES system forms a nano-cage that allows encapsulation of the non-native substrate proteins and provides a physical environment optimized to promote and accelerate protein folding. {ECO:0000256|HAMAP-Rule:MF_00600, ECO:0000256|RuleBase:RU000419}.	5.6.1.7	3.0	Chaperonin (HSP60) family	PF00118;
R4G013	R4G013_9BACL	S8/S53 family peptidase	extracellular region [GO:0005576]; membrane [GO:0016020]; serine-type endopeptidase activity [GO:0004252]; proteolysis [GO:0006508]			2.0	Peptidase S8 family	PF06280;PF09136;PF02225;PF00082;
A0A843K7X8	A0A843K7X8_9EURY	Acetyl-CoA decarbonylase/synthase complex subunit gamma (ACDS complex subunit gamma) (EC 2.1.1.245) (5-methyltetrahydrosarcinapterin:corrinoid/iron-sulfur protein Co-methyltransferase) (ACDS complex methyltransferase) (Corrinoid/iron-sulfur component large subunit)	4 iron, 4 sulfur cluster binding [GO:0051539]; iron ion binding [GO:0005506]; methyltransferase activity [GO:0008168]; acetyl-CoA catabolic process [GO:0046356]; methanogenesis [GO:0015948]; methylation [GO:0032259]	FUNCTION: Part of a complex that catalyzes the reversible cleavage of acetyl-CoA, allowing autotrophic growth from CO(2). {ECO:0000256|HAMAP-Rule:MF_01136}.	2.1.1.245	3.0		PF03599;PF04060;
G2DFN8	G2DFN8_9GAMM	Adenosylhomocysteinase (EC 3.13.2.1) (S-adenosyl-L-homocysteine hydrolase) (AdoHcyase)	cytosol [GO:0005829]; adenosylhomocysteinase activity [GO:0004013]; L-homocysteine biosynthetic process [GO:0071269]; one-carbon metabolic process [GO:0006730]; S-adenosylmethionine cycle [GO:0033353]	FUNCTION: May play a key role in the regulation of the intracellular concentration of adenosylhomocysteine. {ECO:0000256|HAMAP-Rule:MF_00563}.	3.13.2.1	3.0	Adenosylhomocysteinase family	PF05221;PF00670;
C1N8E7	C1N8E7_MICPC	PKD/REJ-like domain-containing protein	cytoplasm [GO:0005737]; membrane [GO:0016020]; guanyl-nucleotide exchange factor activity [GO:0005085]			2.0		PF13540;PF02010;
F4XG17	F4XG17_9FIRM	Glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.-)	glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity [GO:0004365]; NAD binding [GO:0051287]; NADP binding [GO:0050661]; glucose metabolic process [GO:0006006]	FUNCTION: Catalyzes the oxidative phosphorylation of glyceraldehyde 3-phosphate (G3P) to 1,3-bisphosphoglycerate (BPG) using the cofactor NAD. The first reaction step involves the formation of a hemiacetal intermediate between G3P and a cysteine residue, and this hemiacetal intermediate is then oxidized to a thioester, with concomitant reduction of NAD to NADH. The reduced NADH is then exchanged with the second NAD, and the thioester is attacked by a nucleophilic inorganic phosphate to produce BPG. {ECO:0000256|ARBA:ARBA00003501}.	1.2.1.-	2.0	Glyceraldehyde-3-phosphate dehydrogenase family	PF02800;PF00044;
Q202A2	Q202A2_STRPY	Cell envelope proteinase	extracellular region [GO:0005576]; membrane [GO:0016020]; serine-type endopeptidase activity [GO:0004252]; proteolysis [GO:0006508]			2.0	Peptidase S8 family	PF06280;PF02225;PF00082;PF04650;
A0PB84	A0PB84_PHODP	Phosphosulfate sulfotransferase (PAPS reductase)/FAD synthetase	transferase activity [GO:0016740]			1.0		PF01507;
K5C9G4	K5C9G4_9BACE	Alpha-1,2-mannosidase	cytosol [GO:0005829]; carbohydrate binding [GO:0030246]; peptide-N4-(N-acetyl-beta-glucosaminyl)asparagine amidase activity [GO:0000224]; carbohydrate metabolic process [GO:0005975]; glycoprotein catabolic process [GO:0006516]			2.0		PF07971;PF17678;
G7WPU2	G7WPU2_METH6	Putative aminopeptidase	aminopeptidase activity [GO:0004177]; serine-type endopeptidase activity [GO:0004252]; transferase activity [GO:0016740]; proteolysis [GO:0006508]			1.0		PF00326;
E8UZ73	E8UZ73_TERSS	TonB-dependent receptor plug	cell outer membrane [GO:0009279]; siderophore uptake transmembrane transporter activity [GO:0015344]			1.0		PF13620;PF00593;
A0AA86JAC2	A0AA86JAC2_9BACT	ATP synthase subunit alpha (EC 7.1.2.2) (ATP synthase F1 sector subunit alpha) (F-ATPase subunit alpha)	plasma membrane [GO:0005886]; proton-transporting ATP synthase complex, catalytic core F(1) [GO:0045261]; ADP binding [GO:0043531]; ATP binding [GO:0005524]; proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]	FUNCTION: Produces ATP from ADP in the presence of a proton gradient across the membrane. The alpha chain is a regulatory subunit. {ECO:0000256|HAMAP-Rule:MF_01346}.	7.1.2.2	3.0	ATPase alpha/beta chains family	PF00006;PF00306;PF02874;
Q2CGU7	Q2CGU7_OCEGH	Oligopeptide ABC transporter, periplasmic oligopeptide-binding protein	ATP-binding cassette (ABC) transporter complex [GO:0043190]; outer membrane-bounded periplasmic space [GO:0030288]; peptide transmembrane transporter activity [GO:1904680]; peptide transport [GO:0015833]			1.0	Bacterial solute-binding protein 5 family	PF00496;
E1JTN0	E1JTN0_SOLFR	succinate dehydrogenase (EC 1.3.5.1)	2 iron, 2 sulfur cluster binding [GO:0051537]; 3 iron, 4 sulfur cluster binding [GO:0051538]; 4 iron, 4 sulfur cluster binding [GO:0051539]; electron transfer activity [GO:0009055]; metal ion binding [GO:0046872]; oxidoreductase activity [GO:0016491]; respiratory electron transport chain [GO:0022904]; tricarboxylic acid cycle [GO:0006099]		1.3.5.1	2.0	Succinate dehydrogenase/fumarate reductase iron-sulfur protein family	PF13085;PF13183;
M1MG29	M1MG29_9CLOT	TPR repeat-containing protein	diadenylate cyclase activity [GO:0106408]			1.0		PF02457;PF21750;PF13414;PF13431;
A9LA76	A9LA76_AVEFL	Maturase K (Intron maturase)	chloroplast [GO:0009507]; RNA binding [GO:0003723]; mRNA processing [GO:0006397]; RNA splicing [GO:0008380]; tRNA processing [GO:0008033]	FUNCTION: Usually encoded in the trnK tRNA gene intron. Probably assists in splicing its own and other chloroplast group II introns. {ECO:0000256|HAMAP-Rule:MF_01390}.		2.0	Intron maturase 2 family, MatK subfamily	PF01348;PF01824;
A0A846D043	A0A846D043_9CYAN	S8 family serine peptidase	serine-type endopeptidase activity [GO:0004252]; proteolysis [GO:0006508]			1.0	Peptidase S8 family	PF00082;PF04151;
S0KXL5	S0KXL5_9ENTE	Calcium-translocating P-type ATPase, PMCA-type	membrane [GO:0016020]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]			1.0		PF00689;PF00690;PF00122;PF00702;
W7YJ12	W7YJ12_9BACT	Outer membrane cobalamin receptor protein	cell outer membrane [GO:0009279]			1.0	TonB-dependent receptor family	PF13715;PF07715;PF00593;
I2F718	I2F718_9BACT	ABC-type sugar transport system, periplasmic component	cell envelope [GO:0030313]; carbohydrate binding [GO:0030246]			1.0	Bacterial solute-binding protein 2 family	PF13407;
E3D068	E3D068_9BACT	Lipoprotein				1.0		PF12683;
A7HJ85	A7HJ85_FERNB	Uncharacterized protein				1.0		
A8ZVJ1	A8ZVJ1_DESOH	Malate dehydrogenase (EC 1.1.1.37)	L-lactate dehydrogenase activity [GO:0004459]; L-malate dehydrogenase (NAD+) activity [GO:0030060]; lactate metabolic process [GO:0006089]; pyruvate metabolic process [GO:0006090]; tricarboxylic acid cycle [GO:0006099]	FUNCTION: Catalyzes the reversible oxidation of malate to oxaloacetate. {ECO:0000256|HAMAP-Rule:MF_00487}.	1.1.1.37	2.0	LDH/MDH superfamily, MDH type 3 family	PF02866;PF00056;
C3MBE6	C3MBE6_SINFN	Lysozyme (EC 3.2.1.17)	host cell cytoplasm [GO:0030430]; lysozyme activity [GO:0003796]; cell wall macromolecule catabolic process [GO:0016998]; defense response to bacterium [GO:0042742]; killing of cells of another organism [GO:0031640]; peptidoglycan catabolic process [GO:0009253]		3.2.1.17	2.0	Glycosyl hydrolase 24 family	PF00959;
X1HQ47	X1HQ47_9ZZZZ	Uncharacterized protein				1.0		PF05593;
F6D5H3	F6D5H3_METPW	CoB--CoM heterodisulfide reductase iron-sulfur subunit A (EC 1.8.-.-)	4 iron, 4 sulfur cluster binding [GO:0051539]; metal ion binding [GO:0046872]; oxidoreductase activity [GO:0016491]	FUNCTION: Part of a complex that catalyzes the reversible reduction of CoM-S-S-CoB to the thiol-coenzymes H-S-CoM (coenzyme M) and H-S-CoB (coenzyme B). {ECO:0000256|RuleBase:RU366072}.	1.8.-.-	2.0	HdrA family	PF12831;PF00037;PF13187;
A0A9E1I979	A0A9E1I979_9FIRM	Phosphoserine aminotransferase (EC 2.6.1.52) (Phosphohydroxythreonine aminotransferase) (PSAT)	cytoplasm [GO:0005737]; O-phospho-L-serine:2-oxoglutarate aminotransferase activity [GO:0004648]; pyridoxal phosphate binding [GO:0030170]; L-serine biosynthetic process [GO:0006564]	FUNCTION: Catalyzes the reversible conversion of 3-phosphohydroxypyruvate to phosphoserine and of 3-hydroxy-2-oxo-4-phosphonooxybutanoate to phosphohydroxythreonine. {ECO:0000256|ARBA:ARBA00003483, ECO:0000256|HAMAP-Rule:MF_00160}.	2.6.1.52	3.0	Class-V pyridoxal-phosphate-dependent aminotransferase family, SerC subfamily	PF00266;
F6D5U5	F6D5U5_METPW	5,10-methylenetetrahydromethanopterin reductase (EC 1.5.98.2) (Coenzyme F420-dependent N(5),N(10)-methylenetetrahydromethanopterin reductase) (Methylene-H(4)MPT reductase)	cytoplasm [GO:0005737]; coenzyme F420-dependent N5,N10-methenyltetrahydromethanopterin reductase activity [GO:0018537]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen [GO:0016705]; methanogenesis, from carbon dioxide [GO:0019386]; one-carbon metabolic process [GO:0006730]	FUNCTION: Catalyzes the reversible reduction of methylene-H(4)MPT to methyl-H(4)MPT. {ECO:0000256|HAMAP-Rule:MF_01091}.	1.5.98.2	2.0	Mer family	PF00296;
B2J696	B2J696_NOSP7	adenosine deaminase (EC 3.5.4.4)	cytosol [GO:0005829]; 2'-deoxyadenosine deaminase activity [GO:0046936]; adenosine deaminase activity [GO:0004000]; adenosine catabolic process [GO:0006154]; hypoxanthine salvage [GO:0043103]; inosine biosynthetic process [GO:0046103]		3.5.4.4	2.0	Metallo-dependent hydrolases superfamily, Adenosine and AMP deaminases family	PF00962;
J0HCT8	J0HCT8_RHILT	Peptidase U49				1.0		
B3E7U1	RS3_TRIL1	Small ribosomal subunit protein uS3 (30S ribosomal protein S3)	cytosolic small ribosomal subunit [GO:0022627]; mRNA binding [GO:0003729]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	FUNCTION: Binds the lower part of the 30S subunit head. Binds mRNA in the 70S ribosome, positioning it for translation. {ECO:0000255|HAMAP-Rule:MF_01309}.		2.0	Universal ribosomal protein uS3 family	PF07650;PF00189;
