qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	Entry	Entry Name	Protein names	Gene Ontology (GO)	Function [CC]	EC number	Annotation	Protein families	Pfam
tr|W4P5J8|W4P5J8_9BACE	W4PG35	100.0	1042	0	0	1	1042	1	1042	0.0	2109.0	W4PG35	W4PG35_9BACE	TonB-dependent receptor	cell outer membrane [GO:0009279]			1.0	TonB-dependent receptor family	PF13715;PF07715;PF00593;
tr|W4M898|W4M898_9BACT	W4M898	100.0	444	0	0	1	444	1	444	0.0	924.0	W4M898	W4M898_9BACT	Glycerol-3-phosphate ABC transporter substrate-binding protein	periplasmic space [GO:0042597]; transmembrane transport [GO:0055085]			1.0	Bacterial solute-binding protein 1 family	PF13416;
tr|W4LXG6|W4LXG6_9BACT	W4LXG6	100.0	316	0	0	1	316	1	316	3.7199999999999986e-217	603.0	W4LXG6	W4LXG6_9BACT	Malate dehydrogenase (EC 1.1.1.37)	L-lactate dehydrogenase activity [GO:0004459]; L-malate dehydrogenase (NAD+) activity [GO:0030060]; lactate metabolic process [GO:0006089]; pyruvate metabolic process [GO:0006090]; tricarboxylic acid cycle [GO:0006099]	FUNCTION: Catalyzes the reversible oxidation of malate to oxaloacetate. {ECO:0000256|HAMAP-Rule:MF_00487}.	1.1.1.37	2.0	LDH/MDH superfamily, MDH type 3 family	PF02866;PF00056;
tr|W4LWG6|W4LWG6_ENTF1	W4LWG6	100.0	316	0	0	1	316	1	316	4.519999999999998e-218	605.0	W4LWG6	W4LWG6_ENTF1	Malate dehydrogenase (EC 1.1.1.37)	L-lactate dehydrogenase activity [GO:0004459]; L-malate dehydrogenase (NAD+) activity [GO:0030060]; lactate metabolic process [GO:0006089]; pyruvate metabolic process [GO:0006090]; tricarboxylic acid cycle [GO:0006099]	FUNCTION: Catalyzes the reversible oxidation of malate to oxaloacetate. {ECO:0000256|HAMAP-Rule:MF_00487}.	1.1.1.37	2.0	LDH/MDH superfamily, MDH type 3 family	PF02866;PF00056;
tr|W4D9B7|W4D9B7_9BACL	W4D9B7	100.0	476	0	0	1	476	1	476	0.0	954.0	W4D9B7	W4D9B7_9BACL	ABC transporter substrate-binding protein				1.0	Bacterial solute-binding protein 1 family	
tr|W4B4Y3|W4B4Y3_9BACL	W4B4Y3	100.0	1011	0	0	1	1011	1	1011	0.0	1895.0	W4B4Y3	W4B4Y3_9BACL	S-layer domain-containing protein				1.0		
tr|W2UQK8|W2UQK8_9FLAO	W2UQK8	100.0	665	0	0	1	665	1	665	0.0	1125.0	W2UQK8	W2UQK8_9FLAO	Gliding motility-associated C-terminal domain-containing protein				1.0		PF13585;PF23237;
tr|W2NU56|W2NU56_PHYNI	W2NU56	100.0	1017	0	0	1	1017	1	1017	0.0	1977.0	W2NU56	W2NU56_PHYNI	Oxidation resistance protein 1	mitochondrion [GO:0005739]; signal transduction [GO:0007165]			1.0	OXR1 family	PF04727;PF00620;PF02759;PF07534;
tr|W2NEK5|W2NEK5_PHYNI	W2NEK5	100.0	2040	0	0	1	2040	1	2040	0.0	3449.0	W2NEK5	W2NEK5_PHYNI	GAF domain-containing protein				1.0		
tr|W2MFK2|W2MFK2_PHYNI	V9E651	99.2	497	4	0	1	497	1	497	3.6099999999999986e-205	600.0	V9E651	V9E651_PHYNI	Peptidase S1 domain-containing protein	extracellular region [GO:0005576]; serine-type endopeptidase activity [GO:0004252]; proteolysis [GO:0006508]			2.0	Peptidase S1 family	PF00089;
tr|W2LNG5|W2LNG5_PHYNI	W2LNG5	100.0	558	0	0	1	558	1	558	0.0	1071.0	W2LNG5	W2LNG5_PHYNI	BRO1 domain-containing protein				1.0	BROX family	PF03097;
tr|W2L3G7|W2L3G7_PHYNI	W2L3G7	100.0	6122	0	0	1	6122	1	6122	0.0	11248.0	W2L3G7	W2L3G7_PHYNI	VWFA domain-containing protein	nucleus [GO:0005634]; preribosome, large subunit precursor [GO:0030687]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ribosomal large subunit assembly [GO:0000027]; ribosomal large subunit export from nucleus [GO:0000055]			2.0		PF07728;PF17865;PF17867;
tr|W2L0L2|W2L0L2_PHYNI	W2L0L2	100.0	1091	0	0	1	1091	1	1091	0.0	2122.0	W2L0L2	W2L0L2_PHYNI	Syndetin C-terminal domain-containing protein	cytosol [GO:0005829]; EARP complex [GO:1990745]; SNARE binding [GO:0000149]; endocytic recycling [GO:0032456]; protein transport [GO:0015031]; retrograde transport, endosome to Golgi [GO:0042147]			2.0		PF10474;PF10475;
tr|W2KME0|W2KME0_PHYNI	W2KME0	100.0	5308	0	0	1	5308	1	5308	0.0	10276.0	W2KME0	W2KME0_PHYNI	Calmodulin	membrane [GO:0016020]; calcium ion binding [GO:0005509]			1.0		PF00168;PF00169;
tr|W2G1F8|W2G1F8_PHYNI	W2G1F8	100.0	1603	0	0	1	1603	1	1603	0.0	2955.0	W2G1F8	W2G1F8_PHYNI	PH domain-containing protein	centriolar satellite [GO:0034451]; centriole [GO:0005814]; centriole elongation [GO:0061511]; cilium assembly [GO:0060271]; protein localization to centrosome [GO:0071539]			2.0		
tr|W2CK11|W2CK11_9BACT	W2CK11	100.0	1014	0	0	1	1014	1	1014	0.0	2028.0	W2CK11	W2CK11_9BACT	TonB-linked outer membrane protein	cell outer membrane [GO:0009279]; siderophore uptake transmembrane transporter activity [GO:0015344]			1.0	TonB-dependent receptor family	PF13715;PF07715;PF00593;
tr|W2CCW6|W2CCW6_9BACT	W2CCW6	100.0	987	0	0	1	987	1	987	0.0	1976.0	W2CCW6	W2CCW6_9BACT	TonB-linked outer membrane protein	cell outer membrane [GO:0009279]; siderophore uptake transmembrane transporter activity [GO:0015344]			1.0	TonB-dependent receptor family	PF07715;PF00593;
tr|W1N968|W1N968_9GAMM	W1N968	100.0	181	0	0	1	181	1	181	3.49e-123	354.0	W1N968	W1N968_9GAMM	Hcp1 family type VI secretion system effector				1.0		PF05638;
tr|W0RST4|W0RST4_9BACT	W0RST4	100.0	1050	0	0	1	1050	1	1050	0.0	2081.0	W0RST4	W0RST4_9BACT	TonB-dependent outer membrane protein, SusC/RagA	cell outer membrane [GO:0009279]			1.0	TonB-dependent receptor family	PF13620;PF07715;PF00593;
tr|W0RQC1|W0RQC1_9BACT	W0RQC1	100.0	1104	0	0	1	1104	1	1104	0.0	2161.0	W0RQC1	W0RQC1_9BACT	TonB-dependent receptor	cell outer membrane [GO:0009279]; carbohydrate binding [GO:0030246]; siderophore uptake transmembrane transporter activity [GO:0015344]			1.0		PF13620;
tr|W0REZ2|W0REZ2_9BACT	W0REZ2	100.0	437	0	0	1	437	1	437	7.819999999999996e-264	731.0	W0REZ2	W0REZ2_9BACT	Blue (Type 1) copper domain protein	copper ion binding [GO:0005507]; electron transfer activity [GO:0009055]			1.0		PF00127;
tr|W0J1Z1|W0J1Z1_9BACT	W0J1Z1	100.0	704	0	0	1	704	1	704	0.0	1393.0	W0J1Z1	W0J1Z1_9BACT	9-O-acetylesterase	sialate O-acetylesterase activity [GO:0001681]; carbohydrate metabolic process [GO:0005975]			1.0		
tr|W0FQ61|W0FQ61_9BACT	W0FQ61	100.0	413	0	0	1	413	1	413	1.9699999999999988e-302	827.0	W0FQ61	W0FQ61_9BACT	Elongation factor Tu (EF-Tu)	cytosol [GO:0005829]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; translation elongation factor activity [GO:0003746]	FUNCTION: This protein promotes the GTP-dependent binding of aminoacyl-tRNA to the A-site of ribosomes during protein biosynthesis. {ECO:0000256|HAMAP-Rule:MF_00118}.		2.0	TRAFAC class translation factor GTPase superfamily, Classic translation factor GTPase family, EF-Tu/EF-1A subfamily	PF00009;PF03144;PF03143;
tr|W0FJK1|W0FJK1_9BACT	W0FJK1	100.0	456	0	0	1	456	1	456	0.0	919.0	W0FJK1	W0FJK1_9BACT	Sugar ABC superfamily ATP binding cassette transporter substrate-binding protein				1.0		
tr|W0FJJ4|W0FJJ4_9BACT	W0FJJ4	100.0	595	0	0	1	595	1	595	0.0	1217.0	W0FJJ4	W0FJJ4_9BACT	Extracellular solute-binding protein	ATP-binding cassette (ABC) transporter complex [GO:0043190]; periplasmic space [GO:0042597]; peptide transmembrane transporter activity [GO:1904680]; peptide transport [GO:0015833]			1.0		PF00496;
tr|W0F2C4|W0F2C4_9BACT	W0F2C4	100.0	1093	0	0	1	1093	1	1093	0.0	2187.0	W0F2C4	W0F2C4_9BACT	TonB-denpendent receptor	cell outer membrane [GO:0009279]; iron ion transport [GO:0006826]			1.0	TonB-dependent receptor family	PF13715;PF07715;PF00593;
tr|V9H2A5|V9H2A5_9CLOT	A0A943CYL1	100.0	541	0	0	1	541	1	541	0.0	1001.0	A0A943CYL1	A0A943CYL1_CLOSP	Chaperonin GroEL (EC 5.6.1.7) (60 kDa chaperonin) (Chaperonin-60) (Cpn60)	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; ATP-dependent protein folding chaperone [GO:0140662]; isomerase activity [GO:0016853]; unfolded protein binding [GO:0051082]; protein refolding [GO:0042026]	FUNCTION: Together with its co-chaperonin GroES, plays an essential role in assisting protein folding. The GroEL-GroES system forms a nano-cage that allows encapsulation of the non-native substrate proteins and provides a physical environment optimized to promote and accelerate protein folding. {ECO:0000256|HAMAP-Rule:MF_00600, ECO:0000256|RuleBase:RU000419}.	5.6.1.7	3.0	Chaperonin (HSP60) family	PF00118;
tr|V7I6J0|V7I6J0_9CLOT	V7I6J0	100.0	523	0	0	1	523	1	523	0.0	1105.0	V7I6J0	V7I6J0_9CLOT	Gingipain domain-containing protein				1.0		
tr|V7I1S4|V7I1S4_9CLOT	V7I1S4	100.0	774	0	0	1	774	1	774	0.0	1531.0	V7I1S4	V7I1S4_9CLOT	ABC transporter substrate-binding protein	peptide transmembrane transporter activity [GO:1904680]; peptide transport [GO:0015833]			1.0	Bacterial solute-binding protein 5 family	PF00496;
tr|V6DLT5|V6DLT5_9LACO	V6DLT5	100.0	448	0	0	1	448	1	448	4.9299999999999965e-307	841.0	V6DLT5	V6DLT5_9LACO	Chromosome replication initiation / membrane attachment protein				1.0		PF07261;
tr|V5WH45|V5WH45_9SPIO	V5WH45	100.0	300	0	0	1	300	1	300	7.139999999999997e-207	575.0	V5WH45	V5WH45_9SPIO	Phosphonate ABC transporter phosphate-binding periplasmic component	ATP-binding cassette (ABC) transporter complex [GO:0043190]; transmembrane transport [GO:0055085]			1.0	Phosphate/phosphite/phosphonate binding protein family	PF12974;
tr|V5EMR2|V5EMR2_PHOLE	V5EMR2	100.0	510	0	0	1	510	1	510	0.0	1036.0	V5EMR2	V5EMR2_PHOLE	Transposase	DNA integration [GO:0015074]			1.0		PF22483;PF00665;
tr|V4L783|V4L783_9BACT	V4L783	100.0	506	0	0	1	506	1	506	0.0	1002.0	V4L783	V4L783_9BACT	ABC transporter substrate-binding protein	ATP-binding cassette (ABC) transporter complex [GO:0043190]; periplasmic space [GO:0042597]; peptide transmembrane transporter activity [GO:1904680]; peptide transport [GO:0015833]			1.0	Bacterial solute-binding protein 5 family	PF00496;
tr|V4L3Y2|V4L3Y2_9GAMM	V4L3Y2	100.0	221	0	0	1	221	1	221	1.1299999999999998e-150	427.0	V4L3Y2	V4L3Y2_9GAMM	PEP-CTERM sorting domain-containing protein				1.0		
tr|V4L3T2|V4L3T2_9BACT	V4L3T2	100.0	350	0	0	1	350	1	350	5.559999999999997e-252	694.0	V4L3T2	V4L3T2_9BACT	TRAP transporter substrate-binding protein DctP	iron-sulfur cluster binding [GO:0051536]; transmembrane transport [GO:0055085]			1.0		PF03480;
tr|V4JLC9|V4JLC9_9BACT	V4JLC9	100.0	341	0	0	1	341	1	341	4.019999999999998e-245	676.0	V4JLC9	V4JLC9_9BACT	Uncharacterized protein				1.0		
tr|V4JAW4|V4JAW4_9BACT	V4JAW4	100.0	146	0	0	1	146	1	146	1.1599999999999998e-95	281.0	V4JAW4	V4JAW4_9BACT	CBS domain-containing protein				1.0		PF00571;
tr|V4ALB7|V4ALB7_LOTGI	V4ALB7	100.0	506	0	0	1	506	1	506	0.0	1034.0	V4ALB7	V4ALB7_LOTGI	ATP-dependent RNA helicase (EC 3.6.4.13)	ATP binding [GO:0005524]; hydrolase activity [GO:0016787]; RNA binding [GO:0003723]; RNA helicase activity [GO:0003724]	FUNCTION: RNA helicase. {ECO:0000256|RuleBase:RU365068}.	3.6.4.13	2.0	DEAD box helicase family	PF00270;PF00622;
tr|U7D7H7|U7D7H7_9BACT	U7D7H7	100.0	152	0	0	1	152	1	152	1.09e-96	285.0	U7D7H7	U7D7H7_9BACT	Type IV pilin PilA	membrane [GO:0016020]			1.0		PF07963;
tr|U6EF83|U6EF83_9EURY	A0A090I5U4	100.0	261	0	0	1	261	1	261	1.1799999999999996e-165	468.0	A0A090I5U4	A0A090I5U4_METFO	SPFH domain/Band 7 family protein (Slipin family protein)	plasma membrane [GO:0005886]			1.0	Band 7/mec-2 family	PF01145;
tr|U6EF42|U6EF42_9EURY	U6EF42	100.0	658	0	0	1	658	1	658	0.0	1272.0	U6EF42	U6EF42_9EURY	CoB--CoM heterodisulfide reductase iron-sulfur subunit A (EC 1.8.-.-)	4 iron, 4 sulfur cluster binding [GO:0051539]; metal ion binding [GO:0046872]; oxidoreductase activity [GO:0016491]	FUNCTION: Part of a complex that catalyzes the reversible reduction of CoM-S-S-CoB to the thiol-coenzymes H-S-CoM (coenzyme M) and H-S-CoB (coenzyme B). {ECO:0000256|RuleBase:RU366072}.	1.8.-.-	2.0	HdrA family	PF12831;PF00037;PF13187;
tr|U6EF41|U6EF41_9EURY	U6EF41	100.0	210	0	0	1	210	1	210	3.9399999999999985e-141	402.0	U6EF41	U6EF41_9EURY	Proteasome subunit beta (EC 3.4.25.1) (20S proteasome beta subunit) (Proteasome core protein PsmB)	cytoplasm [GO:0005737]; proteasome core complex, beta-subunit complex [GO:0019774]; threonine-type endopeptidase activity [GO:0004298]; proteasomal protein catabolic process [GO:0010498]	FUNCTION: Component of the proteasome core, a large protease complex with broad specificity involved in protein degradation. {ECO:0000256|HAMAP-Rule:MF_02113}.	3.4.25.1	3.0	Peptidase T1B family	PF00227;
tr|U6EEP1|U6EEP1_9EURY	U6EEP1	100.0	550	0	0	1	550	1	550	0.0	1099.0	U6EEP1	U6EEP1_9EURY	Methyl-coenzyme M reductase subunit alpha (EC 2.8.4.1)	coenzyme-B sulfoethylthiotransferase activity [GO:0050524]; metal ion binding [GO:0046872]; methanogenesis [GO:0015948]	FUNCTION: Component of the methyl-coenzyme M reductase (MCR) I that catalyzes the reductive cleavage of methyl-coenzyme M (CoM-S-CH3 or 2-(methylthio)ethanesulfonate) using coenzyme B (CoB or 7-mercaptoheptanoylthreonine phosphate) as reductant which results in the production of methane and the mixed heterodisulfide of CoB and CoM (CoM-S-S-CoB). This is the final step in methanogenesis. {ECO:0000256|PIRNR:PIRNR000262}.	2.8.4.1	2.0	Methyl-coenzyme M reductase alpha subunit family	PF02249;PF02745;
tr|U6EEC5|U6EEC5_9EURY	U6EEC5	100.0	443	0	0	1	443	1	443	1.73e-309	847.0	U6EEC5	U6EEC5_9EURY	Methyl-coenzyme M reductase subunit beta (EC 2.8.4.1) (Coenzyme-B sulfoethylthiotransferase beta)	coenzyme-B sulfoethylthiotransferase activity [GO:0050524]; methanogenesis [GO:0015948]		2.8.4.1	2.0	Methyl-coenzyme M reductase beta subunit family	PF02241;PF02783;
tr|U6EEA9|U6EEA9_9EURY	U6EEA9	100.0	499	0	0	1	499	1	499	0.0	992.0	U6EEA9	U6EEA9_9EURY	DUF2193 domain-containing protein				1.0		PF09959;
tr|U6EE04|U6EE04_9EURY	U6EE04	100.0	337	0	0	1	337	1	337	1.5999999999999995e-201	565.0	U6EE04	U6EE04_9EURY	Cob/CoM heterodisulfide reductase subunit C (EC 1.8.98.1)	plasma membrane [GO:0005886]; 4 iron, 4 sulfur cluster binding [GO:0051539]; CoB--CoM heterodisulfide reductase activity [GO:0051912]; methanogenesis [GO:0015948]		1.8.98.1	2.0	HdrC family	PF13183;
tr|U6EDD7|U6EDD7_9EURY	U6EDD7	100.0	294	0	0	1	294	1	294	2.419999999999999e-211	586.0	U6EDD7	U6EDD7_9EURY	Coenzyme F420 hydrogenase subunit beta (EC 1.12.98.1)	coenzyme F420 hydrogenase activity [GO:0050454]; flavin adenine dinucleotide binding [GO:0050660]; iron-sulfur cluster binding [GO:0051536]; nickel cation binding [GO:0016151]; oxidoreductase activity, acting on CH or CH2 groups, with an iron-sulfur protein as acceptor [GO:0052592]		1.12.98.1	2.0	FrhB family	PF04432;PF04422;
tr|U6ECM8|U6ECM8_9EURY	U6ECM8	100.0	534	0	0	1	534	1	534	0.0	983.0	U6ECM8	U6ECM8_9EURY	Transglutaminase domain-containing protein				1.0		PF09373;PF01841;
tr|U6ECD7|U6ECD7_9EURY	U6ECD7	100.0	181	0	0	1	181	1	181	5.779999999999998e-122	351.0	U6ECD7	U6ECD7_9EURY	TATA-box-binding protein (Box A-binding protein) (BAP) (TATA sequence-binding protein) (TBP) (TATA-box factor)	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; DNA-templated transcription initiation [GO:0006352]	FUNCTION: General factor that plays a role in the activation of archaeal genes transcribed by RNA polymerase. Binds specifically to the TATA box promoter element which lies close to the position of transcription initiation. {ECO:0000256|ARBA:ARBA00025680, ECO:0000256|HAMAP-Rule:MF_00408, ECO:0000256|RuleBase:RU000523}.		2.0	TBP family	PF00352;
tr|U6EBU8|U6EBU8_9EURY	U6EBU8	100.0	207	0	0	1	207	1	207	1.7999999999999998e-115	337.0	U6EBU8	U6EBU8_9EURY	V-type proton ATPase subunit E (V-ATPase subunit E)	proton-transporting two-sector ATPase complex, catalytic domain [GO:0033178]; ATP binding [GO:0005524]; proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]; proton-transporting ATPase activity, rotational mechanism [GO:0046961]; proton motive force-driven plasma membrane ATP synthesis [GO:0042777]	FUNCTION: Produces ATP from ADP in the presence of a proton gradient across the membrane. {ECO:0000256|ARBA:ARBA00003543, ECO:0000256|HAMAP-Rule:MF_00311}.		2.0	V-ATPase E subunit family	PF01991;
tr|U6EBR7|U6EBR7_9EURY	U6EBR7	100.0	269	0	0	1	269	1	269	5.109999999999999e-141	406.0	U6EBR7	U6EBR7_9EURY	formylmethanofuran dehydrogenase (EC 1.2.7.12)	formylmethanofuran dehydrogenase activity [GO:0018493]; transition metal ion binding [GO:0046914]; methanogenesis, from carbon dioxide [GO:0019386]		1.2.7.12	2.0		
tr|U6EB36|U6EB36_9EURY	U6EB36	100.0	569	0	0	1	569	1	569	0.0	1181.0	U6EB36	U6EB36_9EURY	Protein FwdA	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds [GO:0016810]			1.0		PF07969;
tr|U6EA90|U6EA90_9EURY	U6EA90	100.0	251	0	0	1	251	1	251	4.0399999999999984e-168	473.0	U6EA90	U6EA90_9EURY	Proteasome subunit alpha (20S proteasome alpha subunit) (Proteasome core protein PsmA)	cytoplasm [GO:0005737]; proteasome core complex, alpha-subunit complex [GO:0019773]; threonine-type endopeptidase activity [GO:0004298]; proteasomal protein catabolic process [GO:0010498]; ubiquitin-dependent protein catabolic process [GO:0006511]	FUNCTION: Component of the proteasome core, a large protease complex with broad specificity involved in protein degradation. {ECO:0000256|HAMAP-Rule:MF_00289, ECO:0000256|RuleBase:RU000552}.		2.0	Peptidase T1A family	PF00227;PF10584;
tr|U6EA74|U6EA74_9EURY	U6EA74	100.0	546	0	0	1	546	1	546	0.0	1009.0	U6EA74	U6EA74_9EURY	Thermosome subunit beta	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent protein folding chaperone [GO:0140662]; unfolded protein binding [GO:0051082]	FUNCTION: Molecular chaperone; binds unfolded polypeptides in vitro, and has a weak ATPase activity. {ECO:0000256|ARBA:ARBA00002462}.		2.0	TCP-1 chaperonin family	PF00118;
tr|U5Q7I2|U5Q7I2_9BACT	U5Q7I2	100.0	150	0	0	1	150	1	150	1.3899999999999995e-98	289.0	U5Q7I2	U5Q7I2_9BACT	Small heat shock protein C2				1.0	Small heat shock protein (HSP20) family	PF00011;
tr|U5Q7A1|U5Q7A1_9BACT	U5Q7A1	100.0	880	0	0	1	880	1	880	0.0	1619.0	U5Q7A1	U5Q7A1_9BACT	DUF4988 domain-containing protein				1.0		PF16378;
tr|U5Q4Z0|U5Q4Z0_9BACT	U5Q4Z0	100.0	967	0	0	1	967	1	967	0.0	1947.0	U5Q4Z0	U5Q4Z0_9BACT	NB-Dependent Receptor Plug	cell outer membrane [GO:0009279]			1.0	TonB-dependent receptor family	PF13715;PF07715;PF00593;
tr|U5Q2N1|U5Q2N1_9BACT	U5Q2N1	100.0	648	0	0	1	648	1	648	0.0	1295.0	U5Q2N1	U5Q2N1_9BACT	Succinate dehydrogenase flavoprotein subunit (EC 1.3.99.1)	plasma membrane [GO:0005886]; electron transfer activity [GO:0009055]; flavin adenine dinucleotide binding [GO:0050660]; succinate dehydrogenase activity [GO:0000104]; anaerobic respiration [GO:0009061]		1.3.99.1	1.0		PF00890;PF02910;
tr|U5PWW2|U5PWW2_9CAUD	U5PWW2	100.0	468	0	0	1	468	1	468	0.0	944.0	U5PWW2	U5PWW2_9CAUD	Major head protein	membrane [GO:0016020]			1.0		PF17236;
tr|U5L3Q3|U5L3Q3_POPTO	U5L3Q3	100.0	1042	0	0	1	1042	1	1042	0.0	2107.0	U5L3Q3	U5L3Q3_POPTO	Cellulose synthase (EC 2.4.1.12)	plasma membrane [GO:0005886]; cellulose synthase (UDP-forming) activity [GO:0016760]; zinc ion binding [GO:0008270]; cell wall organization [GO:0071555]; cellulose biosynthetic process [GO:0030244]		2.4.1.12	3.0	Glycosyltransferase 2 family, Plant cellulose synthase subfamily	PF03552;PF14569;
tr|U5C0K9|U5C0K9_9BACT	U5C0K9	100.0	1058	0	0	1	1058	1	1058	0.0	2087.0	U5C0K9	U5C0K9_9BACT	TonB-dependent receptor plug domain-containing protein	cell outer membrane [GO:0009279]			1.0	TonB-dependent receptor family	PF13715;PF07715;
tr|U4R5R1|U4R5R1_9FIRM	U4R5R1	100.0	543	0	0	1	543	1	543	0.0	1003.0	U4R5R1	U4R5R1_9FIRM	Chaperonin GroEL (EC 5.6.1.7) (60 kDa chaperonin) (Chaperonin-60) (Cpn60)	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; ATP-dependent protein folding chaperone [GO:0140662]; isomerase activity [GO:0016853]; unfolded protein binding [GO:0051082]; protein refolding [GO:0042026]	FUNCTION: Together with its co-chaperonin GroES, plays an essential role in assisting protein folding. The GroEL-GroES system forms a nano-cage that allows encapsulation of the non-native substrate proteins and provides a physical environment optimized to promote and accelerate protein folding. {ECO:0000256|HAMAP-Rule:MF_00600, ECO:0000256|RuleBase:RU000419}.	5.6.1.7	3.0	Chaperonin (HSP60) family	PF00118;
tr|U4R337|U4R337_9FIRM	U4R337	100.0	452	0	0	1	452	1	452	7.849999999999996e-306	838.0	U4R337	U4R337_9FIRM	ABC transporter substrate-binding protein				1.0		PF01547;
tr|U2TGF5|U2TGF5_9FIRM	U2TGF5	100.0	598	0	0	1	598	1	598	0.0	1174.0	U2TGF5	U2TGF5_9FIRM	Putative periplasmic oligopeptide-binding protein	ATP-binding cassette (ABC) transporter complex [GO:0043190]; cell envelope [GO:0030313]; periplasmic space [GO:0042597]; peptide transmembrane transporter activity [GO:1904680]; peptide transport [GO:0015833]			2.0	Bacterial solute-binding protein 5 family	PF00496;
tr|U2JET0|U2JET0_9SPHI	U2JET0	100.0	1071	0	0	1	1071	1	1071	0.0	2147.0	U2JET0	U2JET0_9SPHI	TonB-dependent receptor plug domain-containing protein	cell outer membrane [GO:0009279]; siderophore uptake transmembrane transporter activity [GO:0015344]			1.0	TonB-dependent receptor family	PF13715;PF07715;PF00593;
tr|U2IY26|U2IY26_9SPHI	U2IY26	100.0	1042	0	0	1	1042	1	1042	0.0	2061.0	U2IY26	U2IY26_9SPHI	TonB-dependent receptor plug domain-containing protein	cell outer membrane [GO:0009279]; carbohydrate binding [GO:0030246]			1.0		PF13620;
tr|U2B7G9|U2B7G9_9PSED	U2B7G9	100.0	367	0	0	1	367	1	367	5.819999999999997e-283	773.0	U2B7G9	U2B7G9_9PSED	Replication initiation factor				1.0		
tr|U1R3B8|U1R3B8_9PAST	U1R3B8	100.0	275	0	0	1	275	1	275	4.759999999999998e-188	526.0	U1R3B8	U1R3B8_9PAST	Divergent polysaccharide deacetylase	carbohydrate metabolic process [GO:0005975]			1.0		PF04748;
tr|T1C730|T1C730_9ZZZZ	T1C730	100.0	59	0	0	1	59	1	59	3.4399999999999997e-32	114.0	T1C730	T1C730_9ZZZZ	Uncharacterized protein				1.0		
tr|T0T0S1|T0T0S1_9BACT	T0T0S1	100.0	2064	0	0	1	2064	1	2064	0.0	3888.0	T0T0S1	T0T0S1_9BACT	Bacterial group 3 Ig-like protein	cytoplasmic vesicle [GO:0031410]; membrane [GO:0016020]			1.0		PF22352;
tr|T0RVS3|T0RVS3_9BACT	T0RVS3	100.0	1461	0	0	1	1461	1	1461	0.0	2697.0	T0RVS3	T0RVS3_9BACT	Uncharacterized protein				1.0		
tr|S9SLW8|S9SLW8_PAEAL	S9SLW8	100.0	274	0	0	1	274	1	274	9.869999999999998e-187	541.0	S9SLW8	S9SLW8_PAEAL	Uncharacterized protein				1.0		PF10282;
tr|S9NVF1|S9NVF1_CYSF2	S9NVF1	100.0	373	0	0	1	373	1	373	7.149999999999996e-262	721.0	S9NVF1	S9NVF1_CYSF2	Branched-chain amino acid ABC transporter, amino acid-binding protein	amino acid transport [GO:0006865]			1.0	Leucine-binding protein family	PF13458;
tr|S8FBS3|S8FBS3_9BACT	S8FBS3	100.0	1056	0	0	1	1056	1	1056	0.0	2154.0	S8FBS3	S8FBS3_9BACT	TonB-linked outer membrane protein, SusC/RagA family	cell outer membrane [GO:0009279]			1.0	TonB-dependent receptor family	PF13715;PF07715;PF00593;
tr|S7V5F0|S7V5F0_DESML	S7V5F0	100.0	184	0	0	1	184	1	184	2.0999999999999996e-130	372.0	S7V5F0	S7V5F0_DESML	NADH ubiquinone oxidoreductase 20 kDa subunit	periplasmic space [GO:0042597]; iron-sulfur cluster binding [GO:0051536]; oxidoreductase activity [GO:0016491]			1.0		PF01058;
tr|S7USU4|S7USU4_9BACT	S7USU4	100.0	358	0	0	1	358	1	358	3.6699999999999986e-261	717.0	S7USU4	S7USU4_9BACT	Alcohol dehydrogenase GroES domain protein	oxidoreductase activity [GO:0016491]; zinc ion binding [GO:0008270]			1.0	Zinc-containing alcohol dehydrogenase family	PF08240;PF00107;
tr|S7U5D2|S7U5D2_9BACT	S7U5D2	100.0	417	0	0	1	417	1	417	3.5199999999999982e-298	816.0	S7U5D2	S7U5D2_9BACT	ABC transporter substrate binding protein				1.0	Leucine-binding protein family	PF13458;
tr|S7U4F1|S7U4F1_9BACT	S7U4F1	100.0	393	0	0	1	393	1	393	4.669999999999997e-284	778.0	S7U4F1	S7U4F1_9BACT	Iron-containing alcohol dehydrogenase	alcohol dehydrogenase (NAD+) activity [GO:0004022]; metal ion binding [GO:0046872]			1.0	Iron-containing alcohol dehydrogenase family	PF00465;
